review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
I would stay here again and the breakfast was phenomenal,10,0,0,0,0,0,Average
Good clean property with a friendly staff,7,2,0,0,0,0.8316,Good
I give them a 10 on everything the staff and manger was very polite and friendly make sure your never with out anything rooms stay clean,26,2,0,0,0,0.8158,Good
I stay here a few times each year,8,0,0,0,0,0,Average
Always a pleasant experience,4,1,0,0,0,0.5106,Good
Un buen ambiente y limpió,5,0,0,0,0,0,Average
"Great hotel, big modern clean rooms, excellent breakfast on site, very friendly and professional staff",18,6,0,0,0,0.9324,Good
!!!,0,0,0,0,0,0,Neutral
"I've stayed there several times over the years and the staff is always super friendly, beds are comfy for those that prefer a firm mattress, breakfast is good",31,0,0,0,0,0.875,Good
I gave such high ratings because the stay was excellent,10,1,0,0,0,0.5719,Good
The price was very reasonable,5,0,1,0,0,0,Average
Staff was nice and rooms were clean,7,1,0,0,0,0.6705,Good
Appreciated the waters in the lobby when checking in and out,11,0,0,0,0,0.5267,Good
"nice hotel, was there for just the night, no complaints",12,0,0,0,0,0.6197,Good
Customer service was awesome,4,1,0,0,0,0.6249,Good
They checked us in early without any questions asked,9,0,0,0,0,0,Average
The accommodations are very comfortable,5,1,0,0,0,0.5563,Good
Me and my son stayed here to go to the formula 1 race and the stay here was amazing,19,1,0,0,0,0.5859,Good
The rooms were clean and spacious and I loved how the bathroom floor was tiled,15,3,0,0,0,0.765,Good
The breakfast they offered had so many different choices and they kept up on supplying the food,17,0,0,0,0,0,Average
I really appreciate all the hard work you all do at the hotel,13,0,0,0,0,0.3804,Good
"A good stay, very minor issues",7,0,0,0,1,0.4404,Worst
"All facilities within Austin are only a Taxi ride away - Good Pool, Good Gym, Decent Internet - staff on hotel reception were always polite and helpful and willing to call a taxi whenever needed",37,2,1,0,0,0.8225,Good
"Clean, quiet, friendly and helpful staff",8,4,0,0,0,0.8271,Good
"I love this place, I will stay here again in",11,1,0,0,0,0.6369,Good
Overall stay rated a 3,5,0,0,0,0,0,Average
Room wasn't clean,4,1,0,0,0,-0.3089,Good
Front desk was nice,4,0,0,0,0,0.4215,Good
Didnt have the upper room as we requested but gave us compli,12,0,0,0,0,0,Average
Wow,1,0,0,0,0,0.5859,Good
It was wonderful experience,4,1,0,0,0,0.5719,Good
"The suits, staff, Cleanness I would say every thing was fantastic",13,1,0,0,0,0.5574,Good
Thank you Marriott,3,0,0,0,0,0.3612,Good
I should’ve booked a Fairfield room first!,10,0,0,0,0,0,Average
I ran across town to escape a dingy motel that was not up to snuff and when I got to Fairfield It was like coming home,26,0,0,0,0,0.4939,Good
The staff was excellent the standards of quality and the consistent guest care make Fairfield my number one choice from now on!,23,1,0,0,0,0.8172,Good
Thermostat way too bright,4,0,0,0,0,0.4404,Good
Like someone was using a cell phone while you were trying to sleep,13,0,0,0,0,0.3612,Good
"When ac unit was not running, the road noise was very loud",13,0,0,0,1,0,Worst
"Didn't notice ear plugs in bathroom until the next morning, so evidently it's a known issue",19,0,0,0,1,0,Worst
Registration staff was nice and very helpful during both checkin and checkout,12,1,0,0,0,0.7089,Good
Room was decent,3,0,1,0,0,0,Average
Shower was large,3,0,0,0,0,0,Average
"The staff, room, and overall hotel was really nice and clean",13,1,0,0,0,0.7233,Good
"However, a big reason we chose this hotel was for the indoor pool for the kids",17,0,0,0,0,0,Average
"When we took them to the pool, the water was FREEZING! My son was quivering after a short while on the pool",24,0,0,0,0,-0.3453,Worst
"The staff were very nice, friendly and helpful",9,1,0,0,0,0.8545,Good
Front Desk Associate ELDER was super friendly and accommodating,9,1,0,0,0,0.7964,Good
She's an asset to have at your location,9,0,0,0,0,0.3612,Good
I will certainly use this location next week on my return to Austin for business,15,0,0,0,0,0.34,Good
Thank you,2,0,0,0,0,0.3612,Good
Friendly staff,2,1,0,0,0,0.4939,Good
Clean rooms,2,1,0,0,0,0.4019,Good
I was pleasantly surprised that my room was as comfortable as it was,13,1,0,0,0,0.8074,Good
I have no complaints,4,0,0,0,0,0.3089,Good
I would definitely return,4,0,0,0,0,0.4019,Good
Lackluster at best,3,1,0,0,0,0.6369,Good
The highlight of our stay was the breakfast and it was just ok,13,0,1,0,0,0.5574,Average
Check in experience was disappointing,5,0,0,0,1,-0.4939,Worst
"Unfortunately, room randomly smelled of sewage in the middle of our stay",13,0,0,0,0,-0.34,Worst
The bed was noisy and uncomfortable,6,0,0,0,2,-0.5106,Worst
There was also a pest problem in the room,9,0,0,0,1,-0.4019,Worst
Will not be back,4,0,0,0,0,0,Average
Friendly staffs and clean room,5,2,0,0,0,0.7096,Good
Good for the price and definitely a repeater,8,0,0,0,0,0.6808,Good
The only thing to improve is selection of coffee,9,0,0,0,0,0.4404,Good
Stayed 2 nights,3,0,0,0,0,0,Average
Friday 9/21/18 thru Saturday 9/22/18,0,0,0,0,0,0,Neutral
Friday night was fine,4,0,1,0,0,0.2023,Average
Saturday night our 2 kids stayed with us on the sleeper sofa,12,0,0,0,0,0,Average
My son unfolded the blanket from the linen closet only to find what appeared to be dried semen from a previous guest's use,24,0,0,0,0,0,Average
Disgustingly blanket was put back into closet and front desk was notified,12,0,0,0,0,-0.5994,Worst
Person at front desk advised someone would be in touch with us over the situation but no one ever called back,21,0,0,0,0,-0.4215,Worst
"Excelente servicio, y una agencia muy especial",8,0,0,0,0,0,Average
"Fue una buena experiencia, la habitación estaba muy limpia y ordenada equipada para brindar buena experiencia( plancha de ropa y secadora de cabello disponibles en habitación ayudan mucho para viajes de trabajo)",35,0,0,0,0,0,Average
Great place to stay,4,1,0,0,0,0.6249,Good
"Surprisingly quiet for being so close to I-35 (and having ear plugs along with soap, shampoo etc",19,1,0,0,0,0.296,Good
"Cheerful, helpful staff",4,2,0,0,0,0.743,Good
This is a very nice hotel,6,0,0,0,0,0.4754,Good
I actually booked here by accident thinking I was booking at another one that in that vicinity but it was ok that I did because this place is just as nice and the staff is just as friendly,38,0,1,0,0,0.8674,Average
I loved the wide variety they offer for the complimentary breakfast,11,1,0,0,0,0.7783,Good
The fitness center was clean and appealing,7,1,0,0,0,0.5859,Good
Now  I have two great choices of places to stay,10,1,0,0,0,0.6249,Good
Extremely friendly staff,3,1,0,0,0,0.5413,Good
Nice hotel and very nice front desk attendants,8,0,0,0,0,0.7089,Good
I enjoyed my stay and will stay again the staff was great and helpful my room was clean everyone was very helpful and friendly i would tell all my friends to stay there,33,6,0,0,0,0.9704,Good
Good clean place to stay,5,1,0,0,0,0.6808,Good
nice place to stay for business - not many places in walking distance,13,0,0,0,0,0.4215,Good
Staff very  friendly  place is nice and comfortable,8,1,0,0,0,0.8622,Good
The hotel is a great value for the price,9,2,0,0,0,0.7579,Good
We stayed there for a work conference,7,0,0,0,0,0,Average
Not a ton of dining options near the hotel,9,0,0,0,0,0,Average
Phillip at the front desk is one of a kind and went above and beyond to make our stay extra special!,22,1,0,0,0,0.75,Good
My husband and i where at the Fairfield inn for a meeting and we had a good experience the room was nice and clean as will as the bathroom grate touch,31,1,0,0,0,0.8126,Good
hope to go back soon,5,0,0,0,0,0.4404,Good
Great employees!! Kudos to Philip!! Uncomfortable beds and towels and wash cloths are very old looking,20,1,0,0,2,0.7887,Worst
Excellent Accomodations and Great Staff,5,3,0,0,0,0.8316,Good
I have stayed at this hotel 4 times when I come to Austin,13,0,0,0,0,0,Average
I didn't stay overnight,5,0,0,0,0,0,Average
So I don't know how the rooms are but the lobby is nice,14,0,0,0,0,0.5927,Good
Location is really great,4,1,0,0,0,0.659,Good
Close enough to downtown without being in it,8,0,0,0,0,0,Average
Only about a 15 minute drive,6,0,0,0,0,0,Average
"Overall the room was clean,  check in staff were helpful, friendly, knowledgeable about  the area",18,2,0,0,0,0.8271,Good
Found this hotel and felt the rate and location were reasonable,11,0,1,0,0,0,Average
"We arrived with 20 minutes to check-in, change, and drive to downtown Austin for a banquet",18,0,0,0,0,0,Average
The young lady at the front desk was very pleasant and politely asked why we were in Austin,18,1,0,0,0,0.5563,Good
I mentioned the banquet and simply noted the time it started,11,0,0,0,0,0,Average
"Without saying a word, she started working even faster and even jogged to a different station and back with a paper she needed",24,0,0,0,0,0,Average
She placed us on the second floor right in front of the elevators,13,0,0,0,0,0,Average
All of this was very thoughtful and definitely helpful,9,1,0,0,0,0.8251,Good
Getting back on I-35 South to drive to the banquet was VERY convenient,13,1,0,0,0,0,Good
We made it just in time,6,0,0,0,0,0,Average
The hotel is well-kept both inside and out and parking was plentiful,12,0,0,0,0,0,Average
All aspects of the room were very clean and very comfortable and made it easy to relax upon our return to our room,23,2,0,0,0,0.9079,Good
"We only stayed one night, so we did not take advantage of all the amenities other than the breakfast room and breakfast",23,0,0,0,0,-0.1877,Worst
The complimentary breakfast was very enjoyable with sufficient and well-maintained options,11,0,0,0,0,0.7264,Good
The only slight difficulty we encountered was getting to the hotel once we exited the interstate,16,0,0,0,0,-0.2748,Worst
"You can't miss the hotel, but we had to weave through the other hotels to get to the Fairfield",21,0,0,0,0,0.0572,Good
But it was worth the little bit of effort,9,1,0,0,0,0.3291,Good
"I only was in town one night but this property was very accessible, friendly, clean and provided an excellent environment for my stay",25,2,0,0,0,0.9404,Good
There were no surprises,4,0,0,0,0,-0.1695,Worst
Decent hotel,2,0,1,0,0,0,Average
But suete had too much furniture for its size,9,0,0,0,0,0,Average
The hotel is clean the breakfast is hot and delicious  with a variety of choices and they have veggie sausage! They have a nice gym and an indoor pool! It’s not too far from down town and conveniently down the street from Walmart! We enjoyed our stay,52,3,0,0,0,0.9243,Good
My overall stay at the hotel was amazing! I do look forward to staying here in the future! Staff was beyond amazing and very welcoming from the moment we checked in! The amenities the hotel offers and provides are perfect! I have nothing to complain about!,51,4,0,1.5,0,0.957,Good
"Staff is amazing and super sweet, great breakfast, and rooms are simple and comfortable! A great place to just kick back and relax!! I will becoming back to stay here every time we visit Austin!",41,5,0,0,0,0.9804,Good
Excellent place to rest your head,6,1,0,0,0,0.5719,Good
Super nice hotel and I will be back,8,0,0,0,0,0.7717,Good
I have stayed at several Austin hotels in the past,10,0,0,0,0,0,Average
This one is by far the friendliest and most accommodating!  Will stay here from now on!,18,1,0,0,0,0.6351,Good
Always have had a positive experience here,7,0,0,0,0,0.5574,Good
First problem,2,0,0,0,1,-0.4019,Worst
The hotel far exceeded my expectations since this was a last minute unplanned trip,14,0,0,0,0,0,Average
Very friendly and helpful staff and rooms were very clean,10,3,0,0,0,0.8608,Good
Would definitely stay at this hotel again,7,0,0,0,0,0.4019,Good
You will get a stress free stay at Marriott,9,0,0,0,0,0.128,Good
They got a bunch of amenities for your needs,9,0,0,0,0,0,Average
For being a last minute trip I could not have chosen a better place to stay,16,0,0,0,1,0.4404,Worst
The hotel was very nice and very clean,8,1,0,0,0,0.7258,Good
We were originally supposed to stay 3 nights but ended up checking out and staying at a Fairfield across town due to an extremely rude front desk clerk,28,0,0,0,1,-0.664,Worst
"Hôtel avec un service impeccable!||Malgré une décoration vieillotte et un petit-déjeuner moyen, tout le reste est très bien : chambre propre, fonctionnelle, fitness opérationnel",29,0,0,0,0,0.2244,Good
"||Un super bon point : l'accueil du personnel, souriant, à l'écoute, adorable",15,0,0,0,0,0.7964,Good
Receptionist did not understand requests,5,0,0,0,0,0,Average
Nice hotel,2,0,0,0,0,0.4215,Good
Would come back,3,0,0,0,0,0,Average
My stay was wonderful and I would recommend this hotel to all of my friends and family,17,2,0,0,0,0.8519,Good
La Quinta always has been my go to but after bad 4 day stay in Corpus we vowed never again,20,0,0,0,1,-0.6956,Worst
Stopped in Austin for a night to visit family and Fairfield was close to their house,16,0,0,0,0,-0.2263,Worst
All the Marriott hotels now have my business,8,0,0,0,0,0,Average
"Excellent location, very clean, excellent hotel, I will stay there again",14,3,0,0,0,0.8927,Good
Love love this place,4,2,0,0,0,0.8555,Good
People are so sweet,4,0,0,0,0,0.5949,Good
The Fairfield Inn Austin/North Parmer was just wonderful,8,1,0,0,0,0.5719,Good
The breakfast was the best I have had in hotels in the past year,14,1,0,0,0,0.6369,Good
"Wide variety, completed stocked and fresh!   (Vegie sausage daily and BACON one day) The suite was clean and very comfortable",24,3,0,0,0,0.8353,Good
AC and fridge were on and cooling when we arrived,10,0,0,0,0,0,Average
Complimentary cold bottled water was provided and the front desk was very knowledgeable and able to answer our travel questions,20,0,0,0,0,0.4404,Good
We stayed 4 nights,4,0,0,0,0,0,Average
The staff was friendly and professional and they appeared to like their jobs! This is a place I would want to work because of the quality of the  staff,30,1,0,0,0,0.7424,Good
Thank you again for a wonderful stay!,8,2,0,0,0,0.7574,Good
I was comfortable and without stress staying there,8,1,0,0,0,0.684,Good
Everyone I came in contact with at the first desk was very polite and helpful,15,2,0,0,0,0.4703,Good
Definitely a place I would come back to and recommend,10,1,0,0,0,0.6369,Good
We will definitely return to this hotel,7,0,0,0,0,0.4019,Good
"Beautifully appointed, clean, very good breakfast for anyone's needs",12,1,0,0,0,0.8622,Good
"Friendly, helpful staff",4,2,0,0,0,0.7184,Good
"Comfortable beds, great breakfast and friendly staffs",8,3,0,0,0,0.891,Good
Very enjoyable stay,3,0,0,0,0,0.4927,Good
Great staff!,3,2,0,0,0,0.6588,Good
Nice clean place to stay,5,1,0,0,0,0.6705,Good
"It's not the Rtiz, but a great value for the money",13,2,0,0,0,0.8674,Good
Very close to North Austin Medical Center,7,0,0,0,0,0,Average
Plenty of fast easy food nearby,6,0,0,0,0,0.4404,Good
Groceries and gas convenient also,5,1,0,0,0,0,Good
The service was awesome,4,1,0,0,0,0.6249,Good
Front desk took great care of us and our newborn,10,1,0,0,0,0.8074,Good
Great customer service,3,1,0,0,0,0.6249,Good
The people at the front desk are great,8,1,0,0,0,0.6249,Good
The rooms are dated but generally clean,7,1,0,0,0,0.5499,Good
It wasnt too far from downtown,6,0,0,0,0,0,Average
So we were able to have a night on the town and come to a quiet location and sleep in the softest bed,23,1,0,0,0,0,Good
Great experience,2,1,0,0,0,0.6249,Good
From service to the breakfast in the morning,8,0,0,0,0,0,Average
Just perfect,2,1,0,0,0,0.5719,Good
I love staying at any Marriott hotel and this one is in my favorites,14,1,0,0,0,0.7906,Good
My girlfriend 21st birthday was a success and thanks goes to Daniel who was great from the time we got there,21,1,0,0,0,0.8934,Good
The staff played a big part also,7,0,0,0,0,0.34,Good
"GOOD EXPERIENCE, JUST WHAT WE NEEDED!  COLD COFFEE MY ONLY COMPLAINT",13,0,0,0,0,0.2481,Good
A very good stay,4,0,0,0,0,0.4927,Good
They even upgraded us to a suite because it was our anniversary,12,0,0,0,0,0,Average
The recommendations for restaurants were spot on,7,0,0,0,0,0,Average
We would stay here again,5,0,0,0,0,0,Average
"Clean,  cosy and safe",5,1,0,0,0,0.6808,Good
Excellent staff made me feel secure and at home,9,1,0,0,0,0.7269,Good
Breakfast was a wide selection and fully stocked,8,0,0,0,0,0,Average
Very satisfied,2,0,0,0,0,0.4754,Good
Me and a friend recently stayed here to go to a conference while in Austin,15,0,0,0,0,0.4939,Good
It was very nice and staff were very friendly,9,0,0,0,0,0.764,Good
Awesome,1,1,0,0,0,0.6249,Good
"Clean room and pool, helpful staff and good breakfast",10,4,0,0,0,0.8126,Good
Great locations,2,1,0,0,0,0.6249,Good
Staff were very friendly,4,0,0,0,0,0.5413,Good
I wouldn't mind staying her ewwww Again,8,0,0,0,0,0,Average
Main fearure (which I didnt use) was the indoor pool,12,0,0,0,0,0,Average
Perfectly service and professinal Sttaf highly recomended,7,0,0,0,0,0.6369,Good
Great stay beds are for under 6ft,7,1,0,0,0,0.6249,Good
Consider your height,3,0,0,0,0,0,Average
Budget-friendly Fairfield Inn & Suites are always very clean and comfortable,11,2,0,0,0,0.762,Good
The staff at this particular Hotel went above and beyond,10,0,0,0,0,0,Average
Thank you for reaching out to me,7,0,0,0,0,0.5106,Good
I really appreciate you,4,0,0,0,0,0.4576,Good
Our hotel stay was amazing,5,1,0,0,0,0.5859,Good
Everyone was very nice,4,0,0,0,0,0.4754,Good
The price was affordable and the service was amazing,9,2,0,0,0,0.5859,Good
Thank you for making our stay comfortable,7,1,0,0,0,0.7003,Good
I would definitely stay at your location again and I will refer you out to my clients,17,0,0,0,0,0.4019,Good
I WAS SO IMPRESSED WITH THE STAFF FIRST OFF,9,1,0,0,0,0.6113,Good
THE ROOMS ARE BEAUTIFUL AND COMFORTABLE,6,2,0,0,0,0.802,Good
THE BREAKFAST IS AMAZING,4,1,0,0,0,0.5859,Good
FAR BEYOND ANYTHING I EXPECTED,5,0,0,0,0,0,Average
THE LOBBY IS SUPER COZY,5,1,0,0,0,0.6124,Good
Pretty good,2,0,0,0,0,0.7269,Good
The Fairfield inn on Parmer Lane is a great location to stay,12,2,0,0,0,0.6249,Good
It is on 35 and you can get to 290 on Parmer,0,0,0,0,0,0,Neutral
When we go to Austin from Houston,7,0,0,0,0,0,Average
"We travel 290, exit Parmer",0,0,0,0,0,0,Neutral
10 min down Parmer and where at the hotel,9,0,0,0,0,0,Average
Downtown Austin is a short drive,6,0,0,0,0,0,Average
Its a awesome place to stay at,7,1,0,0,0,0.6249,Good
Way over priced,3,0,0,0,0,0,Average
"Hotel was very nice, and clean",7,1,0,0,0,0.7233,Good
At check-in I had no problems,6,0,0,0,0,0.3089,Good
The lady at check-in was polite as could be,9,1,0,0,0,0,Good
"I wish I would have got her name, so her bosses would know how wonderful she was",18,1,0,0,0,0.7506,Good
"The only thing is that the rooms are smaller than I've seen in the past and the bed was didn't seem like it was a king size bed, but it was very comfortable, I really didn't want to get up for my meeting in the morning",51,1,0,0,0,0.555,Good
Other than that I give this hotel 5 stars,9,0,0,0,0,0,Average
I had no problems during my stay and they accommodated me the best way that they could,17,1,0,0,0,0.7549,Good
"Staff friendly and professional, enjoyed my stay",8,2,0,0,0,0.7579,Good
Service parfait!,3,0,0,0,0,0,Average
"Même si l'hôtel a un style un peu vieillot, le personnel se plie en quatre pour nous servir et répondre à nos besoins",24,0,0,0,0,0,Average
Très appréciable,2,0,0,0,0,0,Average
The hotel was located off a major interstate with excellent service and environment,13,2,0,0,0,0.6077,Good
Access to shopping and dining were plentiful,7,0,0,0,0,0,Average
Great staff and facility,4,2,0,0,0,0.6249,Good
There were very helpful and convenient,6,2,0,0,0,0.4754,Good
I would definitely stay again,5,1,0,0,0,0.4019,Good
Met guests in the lobby,5,0,0,0,0,0.0258,Average
Seems nice enough,3,0,0,0,0,0.4215,Good
"Nice place, only con is the indoor pool, but the customer service was great",16,1,0,0,0,0.8201,Good
Smelled like cigarretes,3,0,0,0,0,0.3612,Good
"Great staff, breakfast and super clean and comfortable rooms",10,4,0,0,0,0.9325,Good
100% satisfied,0,0,0,0,0,0,Neutral
I went to pickup a guest,6,0,0,0,0,0,Average
The lobby was clean and there was a little waiting area,11,1,0,0,0,0.4215,Good
Lots of parking,3,0,0,0,0,0,Average
Nice staff,2,0,0,0,0,0.4215,Good
The bed in room 326 was horrible,7,0,0,0,1,-0.5423,Worst
Most have been installed during the Reagan administration era,9,0,0,0,0,0,Average
"Otherwise,  nice place",4,0,0,0,0,0.4215,Good
Very nice stay twice,4,0,0,0,0,0.4754,Good
"I like the Fairfield, have stayed in them many times, always have found them comfortable with no surprises",20,1,0,0,0,0.629,Good
Quality product without the frills,5,0,0,0,0,0,Average
Our stay here was Wonderdul! Very clean and the staff was Excellent!,14,2,0,0,0,0.8062,Good
Lo mejor de lo mejor,5,0,0,0,0,0,Average
Pleasant staff went above and beyond during my stay!,10,1,0,0,0,0.5562,Good
The rooms are really comfortable,5,1,0,0,0,0.5563,Good
"Great value! This hotel was very affordable, yet the comfort and cleanliness of my room was like I was at a high end hotel",26,3,0,0,0,0.8955,Good
Staff were very friendly and helpful,6,1,0,0,0,0.762,Good
Conveniently located on I35,4,0,0,0,0,0,Average
I would definitely recommend this hotel and plan to stay here on my next trip to Austin,17,1,0,0,0,0.6369,Good
"Enjoyed my stay, friendly staff and great breakfast",9,4,0,0,0,0.891,Good
"Rooms were clean, would definitely recommend",7,2,0,0,0,0.7845,Good
Hair left in bathroom and the toilet seat almost fell off when I sat on it,16,0,0,0,0,0,Average
It's a good hotel,5,0,0,0,0,0.4404,Good
The AC unit blasts which is great when you aren't sleeping right next to it,16,1,0,0,0,0.6249,Good
Breakfast was good and service was good,7,0,0,0,0,0.7003,Good
Hotel was nice but service was nicer,7,0,0,0,0,0.6956,Good
The GM went above and beyond,6,0,0,0,0,0,Average
My husband & I travel a lot & this is by far the worst hotel experience with a Marriott hotel we’ve ever had,25,0,0,0,1,-0.6249,Worst
"Hard, uncomfortable beds",4,0,0,0,1,-0.4588,Worst
Cheap thin bedding pillows & linens,6,0,0,0,0,0,Average
Noisy room and road noise,5,0,0,0,2,-0.1779,Worst
Breakfast was not good and the dining room was dirty & not maintained,13,0,0,0,2,-0.6492,Worst
The gentleman desk clerk who checked us in was wonderful,10,1,0,0,0,0.5719,Good
He was the only positive during our stay!,9,0,0,0,0,0.5983,Good
The front desk were very helpful in correcting a mistake I made in booking my stay online,17,1,0,0,0,0.1761,Good
The corrected the mistake and made it all well,9,0,0,0,0,-0.0772,Worst
Great Job,2,1,0,0,0,0.6249,Good
The staff was courteous and helpful,6,2,0,0,0,0.7269,Good
"My room was comfortable, clean and quiet",8,3,0,0,0,0.7184,Good
We just just stayed at this hotel for 9 straight nights and IT WAS AMAZING,15,1,0,0,0,0.7531,Good
The staff was extremely friendly Everytime we walked in and out the rooms were spacious and clean and the location was great,22,3,0,0,0,0.8832,Good
"I have no idea why this hotel is only 2 stars, it deserves way more and the staff deserves some serious praise as well",25,0,0,0,0,0.4939,Good
"When you walk in to your hotel and you are welcomed with excellent friendly service, you know your stay will be one to remember",25,1,0,0,0,0.8519,Good
And mine definitely was because Philip was there to assist us with any questions or concerns we had,18,0,0,0,0,0.4019,Good
I would absolutely recommend this place,6,1,0,0,0,0.4201,Good
"Easy check in, easy check out, wonderful breakfast, and very friendly staff",15,2,0,0,0,0.9184,Good
"Good prices, decent location",5,0,1,0,0,0.4404,Average
Beds not that comfortable but it's what you would expect for that price,14,1,0,0,0,-0.2146,Good
"Clean rooms, nice lobby, good rates, within a reasonable driving distance to downtown",16,1,1,0,0,0.8176,Good
As always it was great to stay at a Marriott hotel,11,1,0,0,0,0.6249,Good
한국에 모텔보다 좀 좋은 수준,0,0,0,0,0,0,Neutral
좀 좋은 부분은 조그만 거실이 있다,0,0,0,0,0,0,Neutral
조식이 나온다,0,0,0,0,0,0,Neutral
Room to close to the wash room early morning and evening noise,12,0,0,0,1,0,Worst
"Check-in and check-out was smooth, courteous staff and service with smile always",13,1,0,0,0,0.7003,Good
We had not checked in for a Driskill-like experience,9,0,0,0,0,0,Average
The Fairfield delivered what we had engaged with it to deliver,11,0,0,0,0,0.4019,Good
Our experience was entirely satisfactory,5,0,1,0,0,0.4201,Average
It suited the occasion,4,0,0,0,0,0,Average
Stayed here multiple times! This is a great hotel!,11,1,0,0,0,0.6892,Good
"Nice rooms, the staff is courteous and helpful, great amenities",12,3,0,0,0,0.9186,Good
The breakfast is delicious!,5,1,0,0,0,0.6114,Good
"Good stay - albeit short - but it was good! The staff was great - the room was clean - bed comfortable - good AC - good shower - good workout (this is a personal request - maybe provide shades for the windows and door - I'd prefer not everybody stare in on my wife while working out or on the tread mill - which is why I give the ""average mark)",77,3,0,1.5,0,0.9865,Good
but we will definitely stay at FI&S again!,11,0,0,0,0,0.5916,Good
"This is a nice, clean hotel",7,1,0,0,0,0.6705,Good
Free parking and breakfast,4,0,0,0,0,0.5106,Good
Rooms were a great value,5,2,0,0,0,0.7579,Good
Clean friendly staff,3,2,0,0,0,0.7096,Good
Well groomed hallways and happy people,6,0,0,0,0,0.7003,Good
Can't say enoigh great things aboit my stay,9,1,0,0,0,-0.5096,Good
5/7 would recommend!,4,1,0,0,0,0.4199,Good
Very nice place with a comfortable bed and nice amenities,10,2,0,0,0,0.8479,Good
"Good! Amenities, rooms, staff were friendly! Location kind of out of the way though",18,1,0,0,0,0.7707,Good
We really enjoyed our stay,5,1,0,0,0,0.5563,Good
The staff was very nice and helpful,7,1,0,0,0,0.7316,Good
The facilities were also very accommodating,6,1,0,0,0,0,Good
"great service, very clean",5,3,0,0,0,0.796,Good
The room was clean,4,1,0,0,0,0.4019,Good
The lobby was nice and the front desk person was very polite,12,1,0,0,0,0.4404,Good
Good service,2,0,0,0,0,0.4404,Good
Typical contenintal breakfast,3,0,0,0,0,0,Average
Very clean rooms,3,1,0,0,0,0.4576,Good
Near the highway,3,0,0,0,0,0,Average
Free internet,2,0,0,0,0,0.5106,Good
Very clean but beds aren't very comfortable,8,2,0,0,0,-0.437,Good
"Clean spacious rooms, friendly staff, and good breakfast buffet",11,3,0,0,0,0.8316,Good
Had a great time!,5,1,0,0,0,0.6588,Good
Nice Hotel,2,0,0,0,0,0.4215,Good
Staff is great,3,1,0,0,0,0.6249,Good
I will stay here again,5,0,0,0,0,0,Average
At the start of my visit will see in later part or days of my stay,16,0,0,0,0,0,Average
👍👍👍,0,0,0,0,0,0,Neutral
"Great location, check-in was fast, breakfast was good, room was very comfortable, the shower was awesome",20,4,0,0,0,0.9402,Good
"This is a wonderful hotel,great staff, and worth the money",13,4,0,0,0,0.6808,Good
I highly recommend this hotel,5,2,0,0,0,0.4201,Good
"Staff was friendly, and it was clean!",9,1,0,0,0,0.7345,Good
Great clean lobby has free breakfast,6,2,0,0,0,0.8807,Good
The hotel was easy to access and in a good location for getting dinner and easily getting back to the hotel,21,0,0,0,0,0.802,Good
The desk staff was very helpful and had good suggestions for dinner and traffic getting to the airport the next day,21,1,0,0,0,0.7178,Good
The hotel was clean and secure and the rooms were well equipped,12,1,0,0,0,0.7351,Good
We slept well and liked the bedding and pillows,9,0,0,0,0,0.5994,Good
We usually look for Fairfield Inn because we have found the beds comfortable and rooms kept up nicely,18,1,0,0,0,0.7351,Good
"Breakfast had a good variety of fruit, cereal, (hot and cold) as well as eggs, bacon and waffles and was quickly restocked",27,0,0,0,0,0.6124,Good
We enjoyed our stay,4,1,0,0,0,0.5106,Good
I was very pleased at how well I was treated here,11,0,0,0,0,0.6478,Good
"I had a problem with the first room I was in, and they immediately moved me and apologized",19,0,0,0,1,-0.1027,Worst
The next morning they had even slipped a hand written note under my door,14,0,0,0,0,0.4939,Good
The beds were extremely comfortable and I slept great,9,2,0,0,0,0.8268,Good
Breakfast was awesome with a great selection of items,9,2,0,0,0,0.8481,Good
Nice rooms nice staff comfortable beds,6,1,0,0,0,0.836,Good
A little hard to access but well worth it once you get there,13,1,0,0,0,0.6055,Good
I needed a microwave in the room but other that everything was great,13,1,0,0,0,0.7684,Good
Overall the staff and hotel were nice,7,0,0,0,0,0.4215,Good
I'd come back again if need be,8,0,0,0,0,0,Average
Had an issue but they took care of it,9,0,0,0,1,0.6486,Worst
The stay was nice,4,0,0,0,0,0.4215,Good
Breakfast was great,3,1,0,0,0,0.6249,Good
They didn't have a microwave in the room but everything else was great,14,1,0,0,0,0.7684,Good
This hotel was in a great location,7,2,0,0,0,0.6249,Good
The staff was friendly and hot breakfast was good,9,0,0,0,0,0.7269,Good
The only issue was that pool was not working,9,0,0,0,1,0,Worst
Everyone was Awesome but the lobby/breakfast area and elevators need to be updated buttons on elevators did not respond well,20,2,0,0,0,0.0846,Good
Staff were great,3,1,0,0,0,0.6249,Good
!!!,0,0,0,0,0,0,Neutral
The room was amazing and the staff greeted you every time they say you,14,1,0,0,0,0.7096,Good
I will definitely be going back,6,0,0,0,0,0.4019,Good
Had a great date night,5,1,0,0,0,0.6249,Good
Good clean hotel with a decent price,7,1,1,0,0,0.6808,Good
Staff was very friendly,4,0,0,0,0,0.5413,Good
Rooms were clean,3,1,0,0,0,0.4019,Good
I would suggest having more gluten-free options at the breakfast,10,0,0,0,0,0,Average
It was nice having eggs and fruit,7,0,0,0,0,0.4215,Good
