review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
now i have two great choices of places to stay,10,1,0,0.0,0,Good,Good
extremely friendly staff,3,1,0,0.0,0,Good,Good
nice hotel and very nice front desk attendants,8,0,0,0.0,0,Good,Good
i enjoyed my stay and will stay again the staff was great and helpful my room was clean everyone was very helpful and friendly i would tell all my friends to stay there,33,6,0,0.0,0,Good,Good
good clean place to stay,5,1,0,0.0,0,Good,Good
nice place to stay for business not many places in walking distance,13,0,0,0.0,0,Good,Good
staff very friendly place is nice and comfortable,8,1,0,0.0,0,Good,Good
the hotel is a great value for the price,9,2,0,0.0,0,Good,Good
we stayed there for a work conference,7,0,0,0.0,0,Average,Average
not a ton of dining options near the hotel,9,0,0,0.0,0,Average,Average
phillip at the front desk is one of a kind and went above and beyond to make our stay extra special,22,1,0,0.0,0,Good,Good
my husband and i where at the fairfield inn for a meeting and we had a good experience the room was nice and clean as will as the bathroom grate touch,31,1,0,0.0,0,Good,Good
hope to go back soon,5,0,0,0.0,0,Good,Good
great employees kudos to philip uncomfortable beds and towels and wash cloths are very old looking,20,1,0,0.0,2,Worst,Worst
excellent accomodations and great staff,5,3,0,0.0,0,Good,Good
i have stayed at this hotel times when i come to austin,13,0,0,0.0,0,Average,Average
i didnt stay overnight,5,0,0,0.0,0,Average,Average
so i dont know how the rooms are but the lobby is nice,14,0,0,0.0,0,Good,Good
location is really great,4,1,0,0.0,0,Good,Good
close enough to downtown without being in it,8,0,0,0.0,0,Average,Average
only about a minute drive,6,0,0,0.0,0,Average,Average
overall the room was clean check in staff were helpful friendly knowledgeable about the area,18,2,0,0.0,0,Good,Good
found this hotel and felt the rate and location were reasonable,11,0,1,0.0,0,Average,Average
we arrived with minutes to checkin change and drive to downtown austin for a banquet,18,0,0,0.0,0,Average,Average
the young lady at the front desk was very pleasant and politely asked why we were in austin,18,1,0,0.0,0,Good,Good
i mentioned the banquet and simply noted the time it started,11,0,0,0.0,0,Average,Average
without saying a word she started working even faster and even jogged to a different station and back with a paper she needed,24,0,0,0.0,0,Average,Average
she placed us on the second floor right in front of the elevators,13,0,0,0.0,0,Average,Average
all of this was very thoughtful and definitely helpful,9,1,0,0.0,0,Good,Good
getting back on i south to drive to the banquet was very convenient,13,1,0,0.0,0,Good,Good
we made it just in time,6,0,0,0.0,0,Average,Average
the hotel is wellkept both inside and out and parking was plentiful,12,0,0,0.0,0,Average,Average
all aspects of the room were very clean and very comfortable and made it easy to relax upon our return to our room,23,2,0,0.0,0,Good,Good
we only stayed one night so we did not take advantage of all the amenities other than the breakfast room and breakfast,23,0,0,0.0,0,Worst,Average
the complimentary breakfast was very enjoyable with sufficient and wellmaintained options,11,0,0,0.0,0,Good,Good
the only slight difficulty we encountered was getting to the hotel once we exited the interstate,16,0,0,0.0,0,Worst,Average
you cant miss the hotel but we had to weave through the other hotels to get to the fairfield,21,0,0,0.0,0,Good,Average
but it was worth the little bit of effort,9,1,0,0.0,0,Good,Good
i only was in town one night but this property was very accessible friendly clean and provided an excellent environment for my stay,25,2,0,0.0,0,Good,Good
there were no surprises,4,0,0,0.0,0,Worst,Worst
decent hotel,2,0,1,0.0,0,Average,Average
but suete had too much furniture for its size,9,0,0,0.0,0,Average,Average
the hotel is clean the breakfast is hot and delicious with a variety of choices and they have veggie sausage they have a nice gym and an indoor pool it’s not too far from down town and conveniently down the street from walmart we enjoyed our stay,52,3,0,0.0,0,Good,Good
my overall stay at the hotel was amazing i do look forward to staying here in the future staff was beyond amazing and very welcoming from the moment we checked in the amenities the hotel offers and provides are perfect i have nothing to complain about,51,4,0,1.5,0,Good,Good
staff is amazing and super sweet great breakfast and rooms are simple and comfortable a great place to just kick back and relax i will becoming back to stay here every time we visit austin,41,5,0,0.0,0,Good,Good
excellent place to rest your head,6,1,0,0.0,0,Good,Good
super nice hotel and i will be back,8,0,0,0.0,0,Good,Good
i have stayed at several austin hotels in the past,10,0,0,0.0,0,Average,Average
this one is by far the friendliest and most accommodating will stay here from now on,18,1,0,0.0,0,Good,Good
always have had a positive experience here,7,0,0,0.0,0,Good,Good
first problem,2,0,0,0.0,1,Worst,Worst
the hotel far exceeded my expectations since this was a last minute unplanned trip,14,0,0,0.0,0,Average,Average
very friendly and helpful staff and rooms were very clean,10,3,0,0.0,0,Good,Good
would definitely stay at this hotel again,7,0,0,0.0,0,Good,Good
you will get a stress free stay at marriott,9,0,0,0.0,0,Good,Good
they got a bunch of amenities for your needs,9,0,0,0.0,0,Average,Average
for being a last minute trip i could not have chosen a better place to stay,16,0,0,0.0,1,Worst,Worst
the hotel was very nice and very clean,8,1,0,0.0,0,Good,Good
we were originally supposed to stay nights but ended up checking out and staying at a fairfield across town due to an extremely rude front desk clerk,28,0,0,0.0,1,Worst,Worst
hôtel avec un service impeccablemalgré une décoration vieillotte et un petitdéjeuner moyen tout le reste est très bien chambre propre fonctionnelle fitness opérationnel,29,0,0,0.0,0,Good,Worst
un super bon point laccueil du personnel souriant à lécoute adorable,15,0,0,0.0,0,Good,Good
receptionist did not understand requests,5,0,0,0.0,0,Average,Average
nice hotel,2,0,0,0.0,0,Good,Good
would come back,3,0,0,0.0,0,Average,Average
my stay was wonderful and i would recommend this hotel to all of my friends and family,17,2,0,0.0,0,Good,Good
la quinta always has been my go to but after bad day stay in corpus we vowed never again,20,0,0,0.0,1,Worst,Worst
stopped in austin for a night to visit family and fairfield was close to their house,16,0,0,0.0,0,Worst,Worst
all the marriott hotels now have my business,8,0,0,0.0,0,Average,Average
excellent location very clean excellent hotel i will stay there again,14,3,0,0.0,0,Good,Good
love love this place,4,2,0,0.0,0,Good,Good
people are so sweet,4,0,0,0.0,0,Good,Average
the fairfield inn austinnorth parmer was just wonderful,8,1,0,0.0,0,Good,Good
the breakfast was the best i have had in hotels in the past year,14,1,0,0.0,0,Good,Good
wide variety completed stocked and fresh vegie sausage daily and bacon one day the suite was clean and very comfortable,24,3,0,0.0,0,Good,Good
ac and fridge were on and cooling when we arrived,10,0,0,0.0,0,Average,Average
complimentary cold bottled water was provided and the front desk was very knowledgeable and able to answer our travel questions,20,0,0,0.0,0,Good,Good
we stayed nights,4,0,0,0.0,0,Average,Average
the staff was friendly and professional and they appeared to like their jobs this is a place i would want to work because of the quality of the staff,30,1,0,0.0,0,Good,Good
thank you again for a wonderful stay,8,2,0,0.0,0,Good,Good
i was comfortable and without stress staying there,8,1,0,0.0,0,Good,Good
everyone i came in contact with at the first desk was very polite and helpful,15,2,0,0.0,0,Good,Good
definitely a place i would come back to and recommend,10,1,0,0.0,0,Good,Good
we will definitely return to this hotel,7,0,0,0.0,0,Good,Good
beautifully appointed clean very good breakfast for anyones needs,12,1,0,0.0,0,Good,Good
friendly helpful staff,4,2,0,0.0,0,Good,Good
comfortable beds great breakfast and friendly staffs,8,3,0,0.0,0,Good,Good
very enjoyable stay,3,0,0,0.0,0,Good,Good
great staff,3,2,0,0.0,0,Good,Good
nice clean place to stay,5,1,0,0.0,0,Good,Good
its not the rtiz but a great value for the money,13,2,0,0.0,0,Good,Good
very close to north austin medical center,7,0,0,0.0,0,Average,Average
plenty of fast easy food nearby,6,0,0,0.0,0,Good,Good
groceries and gas convenient also,5,1,0,0.0,0,Good,Good
the service was awesome,4,1,0,0.0,0,Good,Good
front desk took great care of us and our newborn,10,1,0,0.0,0,Good,Good
great customer service,3,1,0,0.0,0,Good,Good
the people at the front desk are great,8,1,0,0.0,0,Good,Good
the rooms are dated but generally clean,7,1,0,0.0,0,Good,Good
it wasnt too far from downtown,6,0,0,0.0,0,Average,Average
so we were able to have a night on the town and come to a quiet location and sleep in the softest bed,23,1,0,0.0,0,Good,Good
great experience,2,1,0,0.0,0,Good,Good
from service to the breakfast in the morning,8,0,0,0.0,0,Average,Average
just perfect,2,1,0,0.0,0,Good,Good
i love staying at any marriott hotel and this one is in my favorites,14,1,0,0.0,0,Good,Good
my girlfriend st birthday was a success and thanks goes to daniel who was great from the time we got there,21,1,0,0.0,0,Good,Good
the staff played a big part also,7,0,0,0.0,0,Good,Average
good experience just what we needed cold coffee my only complaint,13,0,0,0.0,0,Good,Good
a very good stay,4,0,0,0.0,0,Good,Good
they even upgraded us to a suite because it was our anniversary,12,0,0,0.0,0,Average,Average
the recommendations for restaurants were spot on,7,0,0,0.0,0,Average,Average
we would stay here again,5,0,0,0.0,0,Average,Average
clean cosy and safe,5,1,0,0.0,0,Good,Good
excellent staff made me feel secure and at home,9,1,0,0.0,0,Good,Good
breakfast was a wide selection and fully stocked,8,0,0,0.0,0,Average,Average
very satisfied,2,0,0,0.0,0,Good,Good
me and a friend recently stayed here to go to a conference while in austin,15,0,0,0.0,0,Good,Good
it was very nice and staff were very friendly,9,0,0,0.0,0,Good,Good
awesome,1,1,0,0.0,0,Good,Good
clean room and pool helpful staff and good breakfast,10,4,0,0.0,0,Good,Good
great locations,2,1,0,0.0,0,Good,Good
staff were very friendly,4,0,0,0.0,0,Good,Good
i wouldnt mind staying her ewwww again,8,0,0,0.0,0,Average,Average
main fearure which i didnt use was the indoor pool,12,0,0,0.0,0,Average,Average
perfectly service and professinal sttaf highly recomended,7,0,0,0.0,0,Good,Good
great stay beds are for under ft,7,1,0,0.0,0,Good,Good
consider your height,3,0,0,0.0,0,Average,Average
budgetfriendly fairfield inn suites are always very clean and comfortable,11,2,0,0.0,0,Good,Good
the staff at this particular hotel went above and beyond,10,0,0,0.0,0,Average,Average
thank you for reaching out to me,7,0,0,0.0,0,Good,Good
i really appreciate you,4,0,0,0.0,0,Good,Good
our hotel stay was amazing,5,1,0,0.0,0,Good,Good
everyone was very nice,4,0,0,0.0,0,Good,Good
the price was affordable and the service was amazing,9,2,0,0.0,0,Good,Good
thank you for making our stay comfortable,7,1,0,0.0,0,Good,Good
i would definitely stay at your location again and i will refer you out to my clients,17,0,0,0.0,0,Good,Good
i was so impressed with the staff first off,9,1,0,0.0,0,Good,Good
the rooms are beautiful and comfortable,6,2,0,0.0,0,Good,Good
the breakfast is amazing,4,1,0,0.0,0,Good,Good
far beyond anything i expected,5,0,0,0.0,0,Average,Average
the lobby is super cozy,5,1,0,0.0,0,Good,Good
pretty good,2,0,0,0.0,0,Good,Good
the fairfield inn on parmer lane is a great location to stay,12,2,0,0.0,0,Good,Good
it is on and you can get to on parmer,0,0,0,0.0,0,Neutral,Neutral
when we go to austin from houston,7,0,0,0.0,0,Average,Average
we travel exit parmer,0,0,0,0.0,0,Neutral,Neutral
min down parmer and where at the hotel,9,0,0,0.0,0,Average,Average
downtown austin is a short drive,6,0,0,0.0,0,Average,Average
its a awesome place to stay at,7,1,0,0.0,0,Good,Good
way over priced,3,0,0,0.0,0,Average,Average
hotel was very nice and clean,7,1,0,0.0,0,Good,Good
at checkin i had no problems,6,0,0,0.0,0,Good,Worst
the lady at checkin was polite as could be,9,1,0,0.0,0,Good,Good
i wish i would have got her name so her bosses would know how wonderful she was,18,1,0,0.0,0,Good,Good
the only thing is that the rooms are smaller than ive seen in the past and the bed was didnt seem like it was a king size bed but it was very comfortable i really didnt want to get up for my meeting in the morning,51,1,0,0.0,0,Good,Good
other than that i give this hotel stars,9,0,0,0.0,0,Average,Average
i had no problems during my stay and they accommodated me the best way that they could,17,1,0,0.0,0,Good,Good
staff friendly and professional enjoyed my stay,8,2,0,0.0,0,Good,Good
service parfait,3,0,0,0.0,0,Average,Average
même si lhôtel a un style un peu vieillot le personnel se plie en quatre pour nous servir et répondre à nos besoins,24,0,0,0.0,0,Average,Average
très appréciable,2,0,0,0.0,0,Average,Average
the hotel was located off a major interstate with excellent service and environment,13,2,0,0.0,0,Good,Good
access to shopping and dining were plentiful,7,0,0,0.0,0,Average,Average
great staff and facility,4,2,0,0.0,0,Good,Good
there were very helpful and convenient,6,2,0,0.0,0,Good,Good
i would definitely stay again,5,1,0,0.0,0,Good,Good
met guests in the lobby,5,0,0,0.0,0,Average,Average
seems nice enough,3,0,0,0.0,0,Good,Good
nice place only con is the indoor pool but the customer service was great,16,1,0,0.0,0,Good,Good
smelled like cigarretes,3,0,0,0.0,0,Good,Good
great staff breakfast and super clean and comfortable rooms,10,4,0,0.0,0,Good,Good
satisfied,0,0,0,0.0,0,Neutral,Neutral
i went to pickup a guest,6,0,0,0.0,0,Average,Average
the lobby was clean and there was a little waiting area,11,1,0,0.0,0,Good,Good
lots of parking,3,0,0,0.0,0,Average,Average
nice staff,2,0,0,0.0,0,Good,Good
the bed in room was horrible,7,0,0,0.0,1,Worst,Worst
most have been installed during the reagan administration era,9,0,0,0.0,0,Average,Average
otherwise nice place,4,0,0,0.0,0,Good,Good
very nice stay twice,4,0,0,0.0,0,Good,Good
i like the fairfield have stayed in them many times always have found them comfortable with no surprises,20,1,0,0.0,0,Good,Good
quality product without the frills,5,0,0,0.0,0,Average,Average
our stay here was wonderdul very clean and the staff was excellent,14,2,0,0.0,0,Good,Good
lo mejor de lo mejor,5,0,0,0.0,0,Average,Average
pleasant staff went above and beyond during my stay,10,1,0,0.0,0,Good,Good
the rooms are really comfortable,5,1,0,0.0,0,Good,Good
great value this hotel was very affordable yet the comfort and cleanliness of my room was like i was at a high end hotel,26,3,0,0.0,0,Good,Good
staff were very friendly and helpful,6,1,0,0.0,0,Good,Good
conveniently located on i,4,0,0,0.0,0,Average,Average
i would definitely recommend this hotel and plan to stay here on my next trip to austin,17,1,0,0.0,0,Good,Good
enjoyed my stay friendly staff and great breakfast,9,4,0,0.0,0,Good,Good
rooms were clean would definitely recommend,7,2,0,0.0,0,Good,Good
hair left in bathroom and the toilet seat almost fell off when i sat on it,16,0,0,0.0,0,Average,Average
its a good hotel,5,0,0,0.0,0,Good,Good
the ac unit blasts which is great when you arent sleeping right next to it,16,1,0,0.0,0,Good,Good
breakfast was good and service was good,7,0,0,0.0,0,Good,Good
hotel was nice but service was nicer,7,0,0,0.0,0,Good,Good
the gm went above and beyond,6,0,0,0.0,0,Average,Average
my husband i travel a lot this is by far the worst hotel experience with a marriott hotel we’ve ever had,25,0,0,0.0,1,Worst,Worst
hard uncomfortable beds,4,0,0,0.0,1,Worst,Worst
cheap thin bedding pillows linens,6,0,0,0.0,0,Average,Average
noisy room and road noise,5,0,0,0.0,2,Worst,Worst
breakfast was not good and the dining room was dirty not maintained,13,0,0,0.0,2,Worst,Worst
the gentleman desk clerk who checked us in was wonderful,10,1,0,0.0,0,Good,Good
he was the only positive during our stay,9,0,0,0.0,0,Good,Good
the front desk were very helpful in correcting a mistake i made in booking my stay online,17,1,0,0.0,0,Good,Good
the corrected the mistake and made it all well,9,0,0,0.0,0,Worst,Good
great job,2,1,0,0.0,0,Good,Good
the staff was courteous and helpful,6,2,0,0.0,0,Good,Good
my room was comfortable clean and quiet,8,3,0,0.0,0,Good,Good
we just just stayed at this hotel for straight nights and it was amazing,15,1,0,0.0,0,Good,Good
the staff was extremely friendly everytime we walked in and out the rooms were spacious and clean and the location was great,22,3,0,0.0,0,Good,Good
i have no idea why this hotel is only stars it deserves way more and the staff deserves some serious praise as well,25,0,0,0.0,0,Good,Worst
when you walk in to your hotel and you are welcomed with excellent friendly service you know your stay will be one to remember,25,1,0,0.0,0,Good,Good
and mine definitely was because philip was there to assist us with any questions or concerns we had,18,0,0,0.0,0,Good,Good
i would absolutely recommend this place,6,1,0,0.0,0,Good,Good
easy check in easy check out wonderful breakfast and very friendly staff,15,2,0,0.0,0,Good,Good
good prices decent location,5,0,1,0.0,0,Average,Average
beds not that comfortable but its what you would expect for that price,14,1,0,0.0,0,Good,Good
clean rooms nice lobby good rates within a reasonable driving distance to downtown,16,1,1,0.0,0,Good,Good
as always it was great to stay at a marriott hotel,11,1,0,0.0,0,Good,Good
한국에 모텔보다 좀 좋은 수준,0,0,0,0.0,0,Neutral,Neutral
좀 좋은 부분은 조그만 거실이 있다,0,0,0,0.0,0,Neutral,Neutral
조식이 나온다,0,0,0,0.0,0,Neutral,Neutral
room to close to the wash room early morning and evening noise,12,0,0,0.0,1,Worst,Worst
checkin and checkout was smooth courteous staff and service with smile always,13,1,0,0.0,0,Good,Good
we had not checked in for a driskilllike experience,9,0,0,0.0,0,Average,Average
the fairfield delivered what we had engaged with it to deliver,11,0,0,0.0,0,Good,Average
our experience was entirely satisfactory,5,0,1,0.0,0,Average,Average
it suited the occasion,4,0,0,0.0,0,Average,Average
stayed here multiple times this is a great hotel,11,1,0,0.0,0,Good,Good
nice rooms the staff is courteous and helpful great amenities,12,3,0,0.0,0,Good,Good
the breakfast is delicious,5,1,0,0.0,0,Good,Good
good stay albeit short but it was good the staff was great the room was clean bed comfortable good ac good shower good workout this is a personal request maybe provide shades for the windows and door id prefer not everybody stare in on my wife while working out or on the tread mill which is why i give the average mark,77,3,0,1.5,0,Good,Good
but we will definitely stay at fis again,11,0,0,0.0,0,Good,Good
this is a nice clean hotel,7,1,0,0.0,0,Good,Good
free parking and breakfast,4,0,0,0.0,0,Good,Good
rooms were a great value,5,2,0,0.0,0,Good,Good
clean friendly staff,3,2,0,0.0,0,Good,Good
well groomed hallways and happy people,6,0,0,0.0,0,Good,Good
cant say enoigh great things aboit my stay,9,1,0,0.0,0,Good,Good
would recommend,4,1,0,0.0,0,Good,Good
very nice place with a comfortable bed and nice amenities,10,2,0,0.0,0,Good,Good
good amenities rooms staff were friendly location kind of out of the way though,18,1,0,0.0,0,Good,Good
we really enjoyed our stay,5,1,0,0.0,0,Good,Good
the staff was very nice and helpful,7,1,0,0.0,0,Good,Good
the facilities were also very accommodating,6,1,0,0.0,0,Good,Good
great service very clean,5,3,0,0.0,0,Good,Good
the room was clean,4,1,0,0.0,0,Good,Good
the lobby was nice and the front desk person was very polite,12,1,0,0.0,0,Good,Good
good service,2,0,0,0.0,0,Good,Good
typical contenintal breakfast,3,0,0,0.0,0,Average,Average
very clean rooms,3,1,0,0.0,0,Good,Good
near the highway,3,0,0,0.0,0,Average,Average
free internet,2,0,0,0.0,0,Good,Good
very clean but beds arent very comfortable,8,2,0,0.0,0,Good,Good
clean spacious rooms friendly staff and good breakfast buffet,11,3,0,0.0,0,Good,Good
had a great time,5,1,0,0.0,0,Good,Good
nice hotel,2,0,0,0.0,0,Good,Good
staff is great,3,1,0,0.0,0,Good,Good
i will stay here again,5,0,0,0.0,0,Average,Average
at the start of my visit will see in later part or days of my stay,16,0,0,0.0,0,Average,Average
👍👍👍,0,0,0,0.0,0,Neutral,Neutral
great location checkin was fast breakfast was good room was very comfortable the shower was awesome,20,4,0,0.0,0,Good,Good
this is a wonderful hotelgreat staff and worth the money,13,4,0,0.0,0,Good,Good
i highly recommend this hotel,5,2,0,0.0,0,Good,Good
staff was friendly and it was clean,9,1,0,0.0,0,Good,Good
great clean lobby has free breakfast,6,2,0,0.0,0,Good,Good
the hotel was easy to access and in a good location for getting dinner and easily getting back to the hotel,21,0,0,0.0,0,Good,Good
the desk staff was very helpful and had good suggestions for dinner and traffic getting to the airport the next day,21,1,0,0.0,0,Good,Good
the hotel was clean and secure and the rooms were well equipped,12,1,0,0.0,0,Good,Good
we slept well and liked the bedding and pillows,9,0,0,0.0,0,Good,Good
we usually look for fairfield inn because we have found the beds comfortable and rooms kept up nicely,18,1,0,0.0,0,Good,Good
breakfast had a good variety of fruit cereal hot and cold as well as eggs bacon and waffles and was quickly restocked,27,0,0,0.0,0,Good,Good
we enjoyed our stay,4,1,0,0.0,0,Good,Good
i was very pleased at how well i was treated here,11,0,0,0.0,0,Good,Good
i had a problem with the first room i was in and they immediately moved me and apologized,19,0,0,0.0,1,Worst,Worst
the next morning they had even slipped a hand written note under my door,14,0,0,0.0,0,Good,Good
the beds were extremely comfortable and i slept great,9,2,0,0.0,0,Good,Good
breakfast was awesome with a great selection of items,9,2,0,0.0,0,Good,Good
nice rooms nice staff comfortable beds,6,1,0,0.0,0,Good,Good
a little hard to access but well worth it once you get there,13,1,0,0.0,0,Good,Good
i needed a microwave in the room but other that everything was great,13,1,0,0.0,0,Good,Good
overall the staff and hotel were nice,7,0,0,0.0,0,Good,Good
id come back again if need be,8,0,0,0.0,0,Average,Average
had an issue but they took care of it,9,0,0,0.0,1,Worst,Worst
the stay was nice,4,0,0,0.0,0,Good,Good
breakfast was great,3,1,0,0.0,0,Good,Good
they didnt have a microwave in the room but everything else was great,14,1,0,0.0,0,Good,Good
this hotel was in a great location,7,2,0,0.0,0,Good,Good
the staff was friendly and hot breakfast was good,9,0,0,0.0,0,Good,Good
the only issue was that pool was not working,9,0,0,0.0,1,Worst,Worst
everyone was awesome but the lobbybreakfast area and elevators need to be updated buttons on elevators did not respond well,20,2,0,0.0,0,Good,Good
staff were great,3,1,0,0.0,0,Good,Good
,0,0,0,0.0,0,Neutral,Neutral
the room was amazing and the staff greeted you every time they say you,14,1,0,0.0,0,Good,Good
i will definitely be going back,6,0,0,0.0,0,Good,Good
had a great date night,5,1,0,0.0,0,Good,Good
good clean hotel with a decent price,7,1,1,0.0,0,Good,Good
staff was very friendly,4,0,0,0.0,0,Good,Good
rooms were clean,3,1,0,0.0,0,Good,Good
i would suggest having more glutenfree options at the breakfast,10,0,0,0.0,0,Average,Average
it was nice having eggs and fruit,7,0,0,0.0,0,Good,Good
overall service was excellent,6,1,0,0.0,0,Good,Good
absolutely horrible would never recommend this property or fairfield inn and suites to anyone,14,1,0,0.0,1,Good,Good
the marriott is known for their quality,7,0,0,0.0,0,Average,Average
this is not quality and should not be affiliated with marriott in any way shape or form,17,0,0,0.0,0,Average,Average
the hotel overall was nice and clean just wished the pool was open,13,1,0,0.0,0,Good,Good
but it was a great experience,6,1,0,0.0,0,Good,Good
five thumbs up to your awesome amazing fabulous ampmovernight front seat agents keep up the good work guys,24,2,0,0.0,0,Good,Good
i really enjoyed my stay here,6,1,0,0.0,0,Good,Good
great breakfast,3,2,0,0.0,0,Good,Good
when checking in the room wasnt ready,8,0,0,0.0,0,Worst,Worst
we were not told that the pool was closed either,10,0,0,0.0,0,Average,Average
the room was dirty,4,0,0,0.0,1,Worst,Worst
there were crumbs on the beds,6,0,0,0.0,0,Average,Average
the staff seemed over worked and do not have enough help,11,0,0,0.0,0,Worst,Good
i would highly suggest finding a different hotel to stay at,11,0,0,0.0,0,Average,Average
great service,2,2,0,0.0,0,Good,Good
very noisy especially from the dump truck emptying the dumpster at around in the morning,16,0,0,0.0,1,Worst,Worst
extremely low water pressure,4,0,0,0.0,0,Worst,Worst
great stay at this hotel,5,1,0,0.0,0,Good,Good
staff were very friendly and accommodating,6,1,0,0.0,0,Good,Good
helpful in referencing places to go,6,1,0,0.0,0,Good,Good
amazing stay at this hotel and i do plan on coming back,12,1,0,0.0,0,Good,Good
always enjoy my stay at marriott chains,7,0,0,0.0,0,Good,Good
business trip for local event,5,0,0,0.0,0,Average,Average
truly enjoyed the breakfast workout room with free weights added perk and indoor pool,18,1,0,0.0,0,Good,Good
my room was clean comfortable and had many amenities,11,2,0,0.0,0,Good,Good
the hotel had a large parking lot that could accommodate my pickup and trailer,14,0,0,0.0,0,Average,Average
nearby shopping was also helpful,5,1,0,0.0,0,Good,Good
within budget would recommend and stay again,8,2,0,0.0,0,Good,Good
it was okay,3,0,1,1.5,0,Medium,Medium
walls very thin so u can hear everything even when someone turning on their water,15,0,0,0.0,0,Average,Average
the peopke are nice their,5,0,0,0.0,0,Good,Good
there complementary breakfast was awesome every morning stayed for a week,11,1,0,0.0,0,Good,Good
they make healthy breakfast as well like veggie sausage ans turkey bacon,12,0,0,0.0,0,Good,Good
their eggs are great my yr old love the yogurt and they also have waffles u make,18,2,0,0.0,1,Good,Good
its an indoor pool suppose to b warm but to me it was not warm it waa not ice cold either compared to outside,24,0,0,0.0,0,Worst,Worst
didnt see a jacuzzi though,5,0,0,0.0,0,Average,Average
price was over quality,4,0,0,0.0,0,Average,Average
needs updating of beds,4,0,0,0.0,0,Average,Average
pool needs not to smell as if it had shock in it,12,0,0,0.0,1,Worst,Worst
everything was just right,4,0,0,0.0,0,Average,Average
kids loved the pool,4,1,0,0.0,0,Good,Good
breakfast was just enough,4,0,0,0.0,0,Average,Average
very comfortable beds,3,1,0,0.0,0,Good,Good
great staff clean rooms what more could you ask for,11,3,0,0.0,0,Good,Good
name,6,0,0,0.0,0,Average,Average
name,15,1,0,0.0,0,Good,Good
name,4,0,0,0.0,1,Worst,Worst
halffilled shampoo and lotion bottles i,8,0,0,0.0,0,Average,Average
used,2,0,0,0.0,0,Average,Average
room didnt smell particularly fresh,7,1,0,0.0,1,Good,Good
name,4,0,0,0.0,0,Average,Average
name,7,0,0,0.0,0,Worst,Average
plug on lamp didnt work which required me to charge my phone from my computer,18,0,0,0.0,0,Average,Average
name,7,0,1,0.0,0,Average,Average
typical,1,0,0,0.0,0,Average,Average
nice staff,2,0,0,0.0,0,Good,Good
i visited on what seemed to be a very busy weekend,11,0,0,0.0,0,Average,Average
i enjoyed my stay but i wish that i received more help when it came down to finding something that was left behind,23,1,0,0.0,0,Good,Good
i am worried that it was picked up by someone,10,0,0,0.0,0,Worst,Average
i also saw a few things behind areas that were left behind as far as food wrappers and things like that,21,0,0,0.0,0,Good,Good
so i know that the rooms aren’t cleaned very detailed,12,0,0,0.0,0,Average,Average
great breakfast and nice clean room,6,4,0,0.0,0,Good,Good
i enjoyed my stay at fairfield inn and suites the staff was very courteous and the hotel is very neatly kept,21,2,0,0.0,0,Good,Good
housekeeping cleans on a daily basis and you get complementary breakfast,11,0,0,0.0,0,Average,Average
very nice and quiet stay,5,1,0,0.0,0,Good,Good
staff friendly and nice rooms,5,0,0,0.0,0,Good,Good
comfy beds and nice bathrooms,5,0,0,0.0,0,Good,Good
definitely would recommend,3,1,0,0.0,0,Good,Good
buena atencion,2,0,0,0.0,0,Average,Average
limpieza iluminacion y servicios de primera,7,0,0,0.0,0,Average,Average
al dormir hay q exigir mejores almohadas,7,0,0,0.0,0,Average,Average
clean comfortable roms,3,2,0,0.0,0,Good,Good
this hotel is vefy nice and we had no problems,10,0,0,0.0,0,Good,Good
breakfast was great,3,1,0,0.0,0,Good,Good
i mistakenly left clothes behind in the closet,8,0,0,0.0,0,Worst,Average
raj was very proactive i getting a hold of me to ensure they returned,14,0,0,0.0,0,Good,Average
delivered by fedex to my home the next day,9,0,0,0.0,0,Average,Average
thank you very much for keeping me in peace and great feeling,12,1,0,0.0,0,Good,Good
nice place to stay with good amenities breakfast pool fitness room etc,17,0,0,0.0,0,Good,Good
however if you need or are used to spacious rooms look into other options,16,1,0,0.0,0,Good,Good
enjoyed a confortable pleasant stay,5,3,0,0.0,0,Good,Good
the staff was courteous and polite and the breakfast was good,12,2,0,0.0,0,Good,Good
the room was too bright at night for me to sleep at all,13,0,0,0.0,0,Good,Average
just spent my first night and was very nice,9,0,0,0.0,0,Good,Good
we checked in very late,5,0,0,0.0,0,Average,Average
the gym is available hrsday so i was able to work out,12,0,0,0.0,0,Average,Average
great fantastic gym roomy and well equipped,9,2,0,0.0,0,Good,Good
coffee was also available at pm so that was a welcome surprise,13,0,0,0.0,0,Good,Good
sadly i cannot remember the lady at the desk but she was so helpful,15,1,0,0.0,0,Good,Good
the room was clean and the beds were comfortable,9,2,0,0.0,0,Good,Good
breakfast was great first time i tried vegetarian sausage not bad,13,1,1,0.0,0,Good,Good
great stay,2,1,0,0.0,0,Good,Good
my stay with marriott chains are always pleasant and if any small things that can be addressed and fixed immediately,20,1,0,0.0,0,Good,Good
nd time staying at this hotel and both times have been great,12,1,0,0.0,0,Good,Good
employees are very welcoming and friendly,6,1,0,0.0,0,Good,Good
hotel is extremely clean and well organized,7,1,0,0.0,0,Good,Good
loved the big shower in the king suit and the fact that i didnt have to kneel down to take a shower like i do in most hotel showers,30,1,0,0.0,0,Good,Good
great breakfast selection in the morning which makes the day start off on the right foot,16,2,0,0.0,0,Good,Good
