review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
"3 restos au choix,  celui du palace auquel nous avons droit, nous étions seul, ambiance très froide, l'autre à l'extérieur, n'en parlons pas, le seul qui nous paraissait sympa et dans l'hôtel était payant car privé",42,0,0,0,0,Neutral,0
"Idem à la piscine, payant !!! Je pense que Paris Hilton n'y séjourne pas",19,0,0,0,0,Neutral,0
"Par contre salle de spectacle où nous avons pu voir pour la deuxième fois ""La Perle"" dans l'hôtel",20,0,0,0,0,Neutral,0
Le personnel très avenant car je suis en fauteuil roulant,10,0,0,0,0,Neutral,0
Je ne le conseille pas !!!,8,0,0,0,0,Neutral,0
فندق فاخر موقع ممتاز خدمة جيدة جدا الاكل لذيذ ومتنوع المواصلات والتنقل سهل,13,0,0,0,0,Neutral,0
This hotel does not reflect luxury or a 5-star standard at all,12,0,1,0,0,Average,0
"The lobby is constantly packed, chaotic, and noisy — it feels more like a busy mall or convention centre than a high-end hotel",25,0,0,0,0,Neutral,0
"The rooms smell bad, and the overall hotel smells like cigarettes, which is unacceptable for a supposed luxury property",21,0,0,0,1,Worst,0
"The breakfast buffet is huge, but the quality is terrible",11,0,0,0,1,Worst,0
"Big doesn’t mean good — the food was low quality, overcrowded, and honestly one of the worst hotel breakfasts I’ve had",27,1,0,0,1,Good,0
What made it worse was the constant harassment at breakfast,10,0,0,0,0,Neutral,0
"Every single morning I went, I was stopped and told I didn’t have breakfast included — even though it was booked for my entire stay",28,0,0,0,0,Neutral,0
The lady at the entrance gave me trouble every morning,10,0,0,0,0,Neutral,0
"Yes, they eventually apologised, but that doesn’t erase being questioned and embarrassed daily just to eat breakfast",21,0,0,0,0,Neutral,0
"Overall, this hotel is overrated, poorly managed, smells bad, and lacks any sense of luxury",19,0,0,0,1,Worst,0
Definitely not worth the price and absolutely not deserving of 5 stars,12,0,0,0,0,Neutral,0
Would not stay again and would not recommend,8,0,0,0,0,Neutral,1
Manjur he is very nice person and loboby lunch its nice decorrer hilton,13,2,0,0,0,Good,0
Lal gopi and ujwal werw wonderful,6,1,0,0,0,Good,0
"Мне посчастливилось несколько раз посещать этот отель, и хотелось бы поблагодарить всех работников отеля, но хотелось бы выделить работу Loka, Alesia, всех работников ресторана The Market (все дружелюбны и отзывчивы), и работу консьержев, всегда внимательны",43,0,0,0,0,Neutral,0
"Мы всегда получаем удобные номера, благодарим Loka, который слышит наши потребности",13,0,0,0,0,Neutral,0
"Manjur, was really great and attentive to servicing us during our stay",13,1,0,0,0,Good,1
He is very friendly And represents the hotel very well,10,1,0,0,0,Good,2
Breakfast here at Hilton is great! There’s a lot of choices,14,1,0,0,0,Good,0
Sehr schönes Hotel,3,0,0,0,0,Neutral,0
Erstklassiger Service,2,0,0,0,0,Neutral,3
Essen hervorragend,2,0,0,0,0,Neutral,0
"Hilton Dubai Al Habtoor City truly deserves 5 stars all around for its ambiance, service, and overall experience",20,0,0,0,0,Neutral,0
"Breakfast was exceptional, and Manjur in particular stood out with his outstanding hospitality and dedication",16,0,0,0,0,Neutral,0
He went above and beyond to make sure we were taken care of and genuinely elevated our stay,18,0,0,0,0,Neutral,1
I wanna say great hospitalityin the right placean also do not froget with Mr,15,1,0,0,0,Good,0
praboth sevecice was exselent,4,0,0,0,0,Neutral,0
thanks for the all the starff,6,0,0,0,0,Neutral,0
"Un Hotel increíble, lo recomiendo ampliamente, estuvimos mi esposo e hijos en la suite 2201 y fue maravilloso, la atención de todo su personal, en especial agradecimiento a Daisy Mae en el lounge, fue amable y servicial, así como Sandeep y Marikho, nos hicieron sentir muy bien, los tres fueron muy atentos y cuidados con las alergias de mi esposo",68,0,0,0,0,Neutral,0
מלון  מושלם שירות מעולה,4,0,0,0,0,Neutral,0
אליסיה המליצה לנו להתארח  הקומה 44 במסעדה ובאיזור  ||- הפתוח היה ממש כייף ומוזיקה מעולה,15,0,0,0,0,Neutral,0
"Daisy, Dinupa and Sandeep in executive lounge take really good care of all the requirements and personalise as per the guests liking",23,1,0,0,0,Good,0
פקיד הקבלה Ezz היה מדהים!! שירותי ומקצועי,9,0,0,0,0,Neutral,0
מגיע לו כל הכבוד ואין ספק שנגיע שוב,8,0,0,0,0,Neutral,0
"Wonderful time, great service, I will definitely come back",11,2,0,0,0,Good,3
Great stay great food Professional friendly staff specially Mr Ezz in the reception,13,3,0,0,0,Good,2
Very warm & welcoming place,5,0,0,0,0,Neutral,0
Breakfast is good,3,1,0,0,0,Good,0
We stayed for 2nights,4,0,0,0,0,Neutral,0
Staff at reception (specially Amin) helped us in smooth checkin-checkout,12,0,0,0,0,Neutral,0
Thank you for the wonderful stay at the hilton Alhabtoor City,11,1,0,0,0,Good,1
Mr Ezz was polite and ease the process of check in and check out,14,0,0,0,0,Neutral,0
The restaurant was excellent with delicious intercontinental dishes,8,1,0,0,0,Good,0
التجربة ممتازه والإقامة رائعه وممتعه nice amin,7,1,0,0,0,Good,0
Great location and overall service,5,1,0,0,0,Good,3
חדרים מפנקים ביותר,3,0,0,0,0,Neutral,0
سعدت في الإقامة في فندق هلتون الحبتور  واشكر الاستاذ هاني المدير المناوب في المساعدة والمتابعة المسمرة معي خاصة ومع اصدقائي الاخرين,21,0,0,0,0,Neutral,0
رهيب,1,0,0,0,0,Neutral,0
"My stay at Hilton Al Habtoor Dubai, especially the Executive Lounge, was truly excellent",16,1,0,0,0,Good,1
Service: Outstanding and professional,5,0,0,0,0,Neutral,3
"The staff were attentive, welcoming, and always ready to help with a genuine smile, which made the experience very comfortable",23,1,0,0,0,Good,0
"Food: High-quality and delicious, with a good variety of options",12,1,0,0,0,Good,0
Everything was well presented and consistently fresh,7,0,0,0,0,Neutral,0
"Environment: The Executive Lounge has a calm, elegant, and relaxing atmosphere—perfect for both business and leisure",21,1,0,0,0,Good,0
"Special thanks to Daisy, Sandeeb, Amin, and Gyant for their hard work, warm smiles, and exceptional hospitality",22,0,0,0,0,Neutral,0
They truly made my stay memorable and deserve special recognition,10,0,0,0,0,Neutral,1
I highly recommend the Executive Lounge at Hilton Al Habtoor Dubai,11,0,0,0,0,Neutral,0
MANJUR IS CORRECT AND VERRY SERVICE IN THE RESTAURANT,9,0,0,0,0,Neutral,3
THANKS TO FOR THE CAKE TO MY BRITHDAY THE 15 JANVIER IN MY ROOM 1122,15,0,0,0,0,Neutral,0
"My experience was all great, I enjoyed every moment in this hotel",13,1,0,0,0,Good,0
"Very clean, great food, top service, obviously th management is working hard to ensure all runs like a clock! Your Bellboy Andre gave me such a wonderful service on my departure, very grateful to him!!",42,3,0,0,0,Good,3
يوسف كان من افضل الناس الي بتقدم خدمات وساعدنا كتيير واهتم انو يكون كلشي من افضل الاشياء شكرا الك يوسف,20,0,0,0,0,Neutral,0
Lujoso,1,0,0,0,0,Neutral,0
فندق رائع جدا وموقع رائع ومناسب للعائلات والأفراد اطلاله رائعة  على برج خليفة جميع خدمات الفندق متوفرة وحبيت حركة احتفالهم معي بكعكة عيد الميلاد جميلة جدا ولفته رائعة 🌹❤️ فعلا لو رحت دبي ما راح اسكن الا في هالفندق الجميل 🌹🌹,41,0,0,0,0,Neutral,0
Amazing experience,2,1,0,0,0,Good,0
We stayed for 3 days,5,0,0,0,0,Neutral,0
Since the moment of check-in everything starts good! All staff was friendly and smiling all the time,18,2,0,0,0,Good,2
We enjoyed our stay immensely,5,0,0,0,0,Neutral,1
"The hotel has a huge, well-kept area,perfect facilities, amiable, friendly personnel always ready to help you in every way",24,2,0,0,0,Good,0
"Special thanks to the kitchen chief for cooking a great variety of delicious, healthy and sophisticated dishes",18,1,0,0,0,Good,0
Perfect holiday stay in downtown Dubai,6,1,0,0,0,Good,1
"The Hilton Habtoor Hotel in Dubai offers an exceptional stay, combining comfort, elegance, and warm hospitality in every detail",22,0,0,0,0,Neutral,1
"The overall atmosphere is refined yet welcoming, making each visit feel both relaxing and memorable",16,0,0,0,0,Neutral,0
Rooms and cleanliness,3,0,0,0,0,Neutral,0
"The rooms are impeccably clean, well maintained, and thoughtfully prepared, with everything arranged to ensure a tidy and peaceful environment",23,1,0,0,0,Good,0
"Daily room service is efficient and discreet, keeping the room fresh, organized, and always ready to enjoy",20,0,0,0,0,Neutral,0
Room service and comfort,4,0,0,0,0,Neutral,3
"Room service is prompt, professional, and very attentive to guest needs, delivering orders accurately and with a high standard of presentation",24,0,1,0,0,Average,3
"Whether for a quick snack or a full meal, the service enhances the sense of comfort and convenience in the room",22,0,0,0,0,Neutral,0
Breakfast restaurant experience,3,0,0,0,0,Neutral,0
"The breakfast restaurant is truly outstanding, offering a rich and varied selection to start the day in the best way",21,0,0,0,0,Neutral,0
"The team is well organized and friendly, and supervisors and managers manage the service smoothly so that everything runs perfectly",21,1,0,0,0,Good,3
Service by Natasha and team,5,0,0,0,0,Neutral,3
"Natasha greets guests with a wide smile and genuine happiness, immediately creating a positive and welcoming impression",18,0,0,0,0,Neutral,0
"Her warmth, along with the professionalism of the entire team, makes breakfast a joyful part of the stay",20,0,0,0,0,Neutral,1
Executive floor and design,4,0,0,0,0,Neutral,0
"The executive floor is impeccably designed, with elegant, professional décor that reflects a high level of taste and attention to detail",23,0,0,0,0,Neutral,0
"The layout, furnishings, and ambiance all contribute to a feeling of exclusivity and comfort, ideal for both business and leisure travelers",24,0,0,0,0,Neutral,0
We enjoy very much and espicially at thecreception with mr,10,0,0,0,0,Neutral,0
AMERN,1,0,0,0,0,Neutral,0
"The hotel is amazing, the breakfast is very nice and the service is excellent especially the waiter Yousef in the restaurant, he is very friendly, helpful and have a good attitude and positive image for the hotel in general and the restaurant specially…",46,6,0,0,0,Good,3
"Manjur was amazing - service oriented, welcoming and very nice",11,2,0,0,0,Good,3
I enjoy my time in executive loung with high quality services and very nice hosts especially Daisy and Sandeep,19,1,0,0,0,Good,0
Thanks for your hospitality,4,0,0,0,0,Neutral,0
Thank you Manjur for your assistance croissants delicious,8,0,0,0,0,Neutral,0
Sneha and China are two excellent waiters and are very co operative,12,1,0,0,0,Good,0
They were very helpful,4,1,0,0,0,Good,2
Great service by,3,1,0,0,0,Good,3
Dinesh and manager Mr,4,0,0,0,0,Neutral,0
Tarun,1,0,0,0,0,Neutral,0
מלון  מצוין מקום במרכז העיר מתאים לצאת לכל מקום,9,0,0,0,0,Neutral,0
שירות נהדר חדר מרווח ומפנק,5,0,0,0,0,Neutral,0
יש גם ספא נפרד גברים ונשים,6,0,0,0,0,Neutral,0
موقع ممتاز مقابل السعر,4,0,0,0,0,Neutral,0
الغرف واسعه وشرحه وإطلالة الفندق جميله,6,0,0,0,0,Neutral,0
اجراءات الدخول والخروج جدا بطيئه,5,0,0,0,0,Neutral,0
Amin and su nicestaff and friendly,6,1,0,0,0,Good,0
Overall good experience,3,1,0,0,0,Good,0
The hotel is very good the people,7,1,0,0,0,Good,0
are nice kindly and very worming,6,1,0,0,0,Good,0
The food  in dining room is and yoosef was very kindly with us,13,0,0,0,0,Neutral,0
l will rekomend too my friends,6,0,0,0,0,Neutral,0
Wonderful service by Manjur,4,1,0,0,0,Good,3
A gentleman who saw that we were managed professionally,9,0,0,0,0,Neutral,0
Appreciate his efforts,3,0,0,0,0,Neutral,0
Thank you to Mr Lal for his wonderful service!,10,1,0,0,0,Good,3
The spread was not on power with our expectations,9,0,0,0,0,Neutral,0
We were hoping to try a variety of dishes,9,0,0,0,0,Neutral,0
Excellent way to travel and economic based on increased traffic on the roads,13,1,0,0,0,Good,0
Better value than Taxi,4,0,0,0,0,Neutral,0
One of the best places in dubai to stay,9,0,0,0,0,Neutral,1
Hassan was very humble,4,0,0,0,0,Neutral,0
"Hasan is very responsive person, helped us a lot with the check in process and the the checkout as well",21,0,0,0,0,Neutral,0
Such a nice experience with enjoy my trip with hasan,10,1,0,0,0,Good,0
Such a nice stay Hassan Reception,6,1,0,0,0,Good,1
"Old but very good quality of hotel , rooms are big , breakfast is very good , prices in the hotel are very high Coffee 30 dirham , service was very good 👍",33,3,0,0,0,Good,3
Je ne peux rien reprocher a l'hôtel,7,0,0,0,0,Neutral,0
Tout y est parfait,4,0,0,0,0,Neutral,0
Mais un point important est négatif : le bruit incessant jusqu'à 4 heures de matin du bar discothèque en haut de l'hôtel,24,0,0,0,0,Neutral,0
|Impossible de dormir,3,0,0,0,0,Neutral,0
Mémé l'oreiller vivrait,3,0,0,0,0,Neutral,0
|Le but premier d'un hotel est de dormi,8,0,0,0,0,Neutral,0
Pas faire la fête,4,0,0,0,0,Neutral,0
Deux nuits quais blanches de suite,6,0,0,0,0,Neutral,0
|Je déconseille,2,0,0,0,0,Neutral,0
"enjoyed the great food in the market restaurant staff are so supportive Mr Tarun and Irshad , yousef, iqtiar are fantastic and we fill well welcomed and gonna be back again , all the staff are kind and coffee is great",43,2,0,0,0,Good,2
Chinna and sneha in the market restaurant very fabulous service and amazing thank you whole the market team,18,1,0,0,0,Good,3
خدمة رائعة,2,0,0,0,0,Neutral,0
اطلالة على خور الحبتور جميلة,5,0,0,0,0,Neutral,0
مطعم ٤٤ لايفوتكم اطلالة مجنونة,5,0,0,0,0,Neutral,0
منطقة راقية جدا فيها كل الخدمات,6,0,0,0,0,Neutral,0
Nice place for a decent buffet lunch,7,1,1,0,0,Good,0
"Lal ,Gopi and the entire team were excellent! Excellent views as well! Hilton never disappoints!",19,2,0,0,0,Good,0
Merci beaucoup pour les services mr manjur très serviable et souriant,11,0,0,0,0,Neutral,0
I was given excellent service by Tanvir who attended to my call and immediately went beyond the call of duty to be of assistance,24,1,0,0,0,Good,3
"מלון מומלץ ביותר במיקום מעולה, מרחק קצר לכל האתרים שחייבים לראות בפעם הראשונה, כולם אדיבים ושירות מצויין",19,0,0,0,0,Neutral,0
"The best hotel in dubai ever, i loved the place so much 🙏🏻",14,1,0,0,0,Good,0
One of the worst hotels I visited,7,0,0,0,1,Worst,0
"away from the valet poor system (on car pickup) , it was an amazing stay absolutely worth 5 starts",21,1,0,0,1,Good,1
Excellent Hotel with Noce Comfortable room,6,2,0,0,0,Good,4
Hassan from front desk was  very professional and provided excellent service,11,1,0,0,0,Good,3
Recommended for family stay as it's close to downtown,10,0,0,0,0,Neutral,1
"I had a wonderful stay at Hilton Dubai AlHabtoor city ! The location was perfect for exploring downtown just 3 KM from Dubai mall and Burj Khalif, the staff, especially Mr Luke and Haitham, were incredibly friendly and helpful",42,4,0,0,0,Good,2
The rooms are clean and tidy and the staff are very supportive,12,1,0,0,0,Good,4
"I would like to thank Ms Daisy , Mr Sandeep &  Mr Gyan for their high quality of service in terms of assisting guests in the excutive lounge , I loved the crushed avocado toast with poached eggs and spinach ans the fresh dosa , there are many varieties of swlection for brrakfast either in the buffet or from the breakfast menu, the excutive lounge team will be glad to help you",73,1,0,0,0,Good,0
Thanks a lot for your professionality and looking forward to seeing you soon !,14,0,0,0,0,Neutral,0
"The staff was very friendly special thanks to sir Praboth, and sir Tarun",14,1,0,0,0,Good,2
They were really friendly,4,1,0,0,0,Good,2
The hotel is located in a great location,8,1,0,0,0,Good,0
"The rooms, service and staff are impeccable",8,0,0,0,0,Neutral,3
The breakfast is on a level offering tastes for everyone,10,0,0,0,0,Neutral,0
I recommend visiting the show that is played in the hotel building - La perle - it's great!,20,1,0,0,0,Good,0
Vi har haft en fin vistelse på Hilton Al Habtoor City,11,0,0,0,0,Neutral,0
Väldigt allert service som är mån om sina gäster,9,0,0,0,0,Neutral,3
Det kan stundbis bli mycket folk i restaurangen Market men personalen hanterar det bra,14,0,0,0,0,Neutral,0
"Jag rekommenderar skarpt Executive Lounge där då kan avnjuta en aperitif med fin service, lugn miljö och bra utsikt",20,0,0,0,0,Neutral,3
Det ligger fint vid Dubai Canal,6,0,0,0,0,Neutral,0
Rummen är stora och välskötta men börjar få några är på nacken,12,0,0,0,0,Neutral,0
Samma med poolområdet,3,0,0,0,0,Neutral,0
Att kunna åka shuttlebus till stranden har varit magiskt,9,0,0,0,0,Neutral,0
⭐️⭐️⭐️⭐️⭐️,1,0,0,0,0,Neutral,0
Min vistelse på Hilton i Dubai var helt fantastisk och överträffade alla förväntningar,13,0,0,0,0,Neutral,0
"Hotellet är i toppklass, men det som verkligen gjorde upplevelsen minnesvärd var den otroliga personalen",16,0,0,0,0,Neutral,0
"Från första stund blev jag bemött med genuin värme, professionalism och ett leende som fick mig att känna mig både välkommen och omhändertagen",24,0,0,0,0,Neutral,0
"Personalen var alltid hjälpsam, uppmärksam på detaljer och gjorde det lilla extra för att säkerställa att vistelsen blev perfekt",20,0,0,0,0,Neutral,0
Servicen höll en exceptionellt hög nivå genom hela vistelsen,9,0,0,0,0,Neutral,0
Tack till hela teamet på Hilton Dubai för en oförglömlig upplevelse,11,0,0,0,0,Neutral,0
Jag rekommenderar detta hotell varmt och ser redan fram emot att komma tillbaka!,14,0,0,0,0,Neutral,0
👍🏻👍🏻🫶🏻,1,0,0,0,0,Neutral,0
"We had an amazing New Year celebration at Hilton Al Habtoor! Everything was perfectly organized — great festive atmosphere, delicious food, fantastic entertainment, and excellent service",30,3,0,0,0,Good,3
"The staff was friendly and attentive, and the hotel itself is stylish and very comfortable",16,2,0,0,0,Good,2
A truly memorable way to welcome the New Year,9,0,0,0,0,Neutral,0
Highly recommended! 🎉✨,4,0,0,0,0,Neutral,0
I had a wonderful experience at this hotel,8,1,0,0,0,Good,0
A special mention to the lady at the front desk vanessa who assisted me during check-in and check-out,18,0,0,0,0,Neutral,0
"she was welcoming, patient, and very professional",9,0,0,0,0,Neutral,0
Explained to me what are the events as i was here for new year,14,0,0,0,0,Neutral,0
Asked me if i wanted to avail discounted things for the new year,13,0,0,0,0,Neutral,0
Her friendliness made the stay even more pleasant,8,1,0,0,0,Good,1
Excellent service! Room were clean and spacious as well,10,2,0,0,0,Good,4
Your room are always maked up and the bed is really comfortable,12,1,0,0,0,Good,0
This is my second time here and will always choose to stay here coz of the wonderful service,18,1,0,0,0,Good,3
I had a wonderful experience at this hotel,8,1,0,0,0,Good,0
A special mention to the lady at the front desk vanessa who assisted me during check-in and check-out,18,0,0,0,0,Neutral,0
"she was welcoming, patient, and very professional",9,0,0,0,0,Neutral,0
Explained to me what are the events as i was here for new year,14,0,0,0,0,Neutral,0
Asked me if i wanted to avail discounted things for the new year,13,0,0,0,0,Neutral,0
Her friendliness made the stay even more pleasant,8,1,0,0,0,Good,1
Excellent service! Room were clean and spacious as well,10,2,0,0,0,Good,4
Your room are always maked up and the bed is really comfortable,12,1,0,0,0,Good,0
This is my second time here and will always choose to stay here coz of the wonderful service,18,1,0,0,0,Good,3
I stayed at the Hilton Al Habtoor City with my husband and our two boys over Christmas and New Year’s,22,0,0,0,0,Neutral,0
"Overall, the entire staff is extremely friendly and attentive, truly trying to fulfill every wish",17,1,0,0,0,Good,2
"However, there are always some employees who stand out because they are exceptionally warm and personable, where the chemistry is right from the very beginning",27,0,0,0,0,Neutral,0
"Tarun, for example, at breakfast on the first floor",11,0,0,0,0,Neutral,0
"On the very first morning, he noticed what we liked to drink and eat, and from then on, these were practically ready for us as soon as we entered the restaurant",34,0,0,0,0,Neutral,0
We could count on a friendly greeting from the kitchen every morning,12,1,0,0,0,Good,0
"Simply heavenly – thank you so much, Mr",9,0,0,0,0,Neutral,0
Tarun 😀😀,2,0,0,0,0,Neutral,0
"Amro, the manager of all the restaurants in the hotel, whom we got to know during the last four days of our stay, also made a big impression on our boys",34,0,0,0,0,Neutral,0
"He, too, arranged a morning greeting from the kitchen every day",13,0,0,0,0,Neutral,0
Truly excellent service,3,1,0,0,0,Good,3
"And finally, Mr",4,0,0,0,0,Neutral,0
"Maritini, the manager of the housekeeping team",8,0,0,0,0,Neutral,0
He made sure that we received the most beautiful rooms,10,0,0,0,0,Neutral,0
"I would like to add one more thing: everyone here does their job, but when you treat people with kindness and respect, you receive it back – and often even more",34,0,0,0,0,Neutral,0
This has nothing to do with money,7,0,0,0,0,Neutral,0
I will definitely return to this hotel,7,0,0,0,0,Neutral,0
Thank you to everyone for such a wonderful holiday,9,1,0,0,0,Good,0
"Beautiful and spacious room, great location",7,1,0,0,0,Good,0
good service great break fast all was completely,8,2,0,0,0,Good,3
only when we coming the bags take a lot of time to get it,14,0,0,0,0,Neutral,0
general very nice and we was happy here,8,1,0,0,0,Good,0
I spent 6 nights at Hilton Dubai Habtoor City with my family k,13,0,0,0,0,Neutral,0
and had a truly great experience,6,1,0,0,0,Good,0
"The hotel is very well kept, and the rooms were always fresh, tidy, and comfortable, which made the stay relaxing from day one",27,1,0,0,0,Good,1
"The food options were impressive, with plenty of variety and great taste throughout my stay",16,1,0,0,0,Good,1
"I’d especially like to recognize Amro, the Food Manager, who made a real difference",18,0,0,0,0,Neutral,0
"He was attentive, caring, and ensured we were always looked after, making every dining experience feel special",20,0,0,0,0,Neutral,0
The team at the hotel deserves a lot of credit also,11,0,0,0,0,Neutral,0
"always polite, helpful, and welcoming",7,1,0,0,0,Good,0
"Overall, it was a fantastic stay, and I would gladly return and do recommend this hotel to anyone visiting Dubai",22,0,0,0,0,Neutral,1
"I had an absolutely amazing stay at Hilton Dubai Habtoor City, and I can confidently say it was one of the best hotel experiences I’ve ever had",30,1,0,0,0,Good,1
"I stayed for 6 nights, and from the moment I arrived until the day I checked out, everything was flawless",22,0,0,0,0,Neutral,0
The cleanliness of the hotel truly stood out,8,0,0,0,0,Neutral,0
"My room was spotless every single day, with housekeeping paying great attention to detail",15,1,0,0,0,Good,0
"Everything felt fresh, comfortable, and perfectly maintained, which made coming back to the room after a long day such a pleasure",24,1,0,0,0,Good,0
The breakfast food was another highlight of my stay,9,0,0,0,0,Neutral,1
There was an incredible variety,5,0,0,0,0,Neutral,0
"The quality was consistently excellent, with fresh ingredients, delicious flavors, and plenty of options to suit all tastes",21,1,0,0,0,Good,0
"I would especially like to give a huge thank you to Amro, the Food Manager, who truly made our experience exceptional",23,0,0,0,0,Neutral,0
He genuinely cared about us and made sure everyone received special treatment,12,0,0,0,0,Neutral,0
"His attention, kindness, and professionalism did not go unnoticed, and he went above and beyond to ensure every meal was enjoyable and memorable",26,0,0,0,0,Neutral,0
What really made this stay unforgettable was the staff overall,10,0,0,0,0,Neutral,1
"Every single person I interacted with was warm, professional, and genuinely eager to help",16,0,0,0,0,Neutral,0
"They went above and beyond to make sure I was comfortable and felt welcome, always greeting me with a smile and making the experience feel personal rather than routine",30,1,0,0,0,Good,0
"From the atmosphere to the service, comfort, and overall luxury, everything about this hotel exceeded my expectations",20,0,0,0,0,Neutral,3
I truly felt relaxed and well taken care of throughout my stay,12,0,0,0,0,Neutral,1
I would 100% recommend Hilton Dubai Habtoor City to anyone visiting Dubai and would happily stay here again without hesitation,21,0,0,0,0,Neutral,1
Konum olarak mükemmel,3,0,0,0,0,Neutral,0
Odalar biraz eski,3,0,0,0,0,Neutral,0
Temizlik güzel,2,0,0,0,0,Neutral,0
Fiyat çok iyi,3,0,0,0,0,Neutral,0
Good 👍,2,1,0,0,0,Good,0
"Top magnifique , emplacement parfait |Super petit déjeuner et dîner |Les chambres sont spacieuses propres |L accueil excellent , hygiène impeccable |Je conseille vivement cet établissement",26,1,0,0,0,Good,0
رائع ومميز وهادئ,3,0,0,0,0,Neutral,0
من الفنادق المريحة جدا في دبي والخدمة والاستقبال مبهرة,9,0,0,0,0,Neutral,0
",I will recommend the hotel great location friendly staff and the most important i want to give a huge thank you to Caroline and Donna who made my stay more enjoyable",32,2,0,0,0,Good,2
"Our stay at Hilton Dubai Jumeirah was excellent! The breakfast was delicious and varied, and throughout the week, the kids always had something to eat — which is the most important thing 😊 The private beach, large pool, adults-only pool area, and the lounge — everything you need for a perfect vacation",58,2,0,0,0,Good,0
"Thank you to the staff for their responsiveness — the  manager Hazif,  the team at the lounge: Ruslan, April, and Erico",25,0,0,0,0,Neutral,0
Eloisa was very welcoming and had a great smile,9,1,0,0,0,Good,0
She was very friendly and assigned us to a room with a beautiful sea view,15,1,0,0,0,Good,0
The check in was very smooth and probably one of the fastest check in experiences I have ever had,19,0,0,0,0,Neutral,0
The rest of the staff are friendly as well and very responsive to our requests,15,1,0,0,0,Good,2
Definitely coming back here!,5,0,0,0,0,Neutral,0
Best hotel in Dubai for our family,7,0,0,0,0,Neutral,0
Thanks a lot for upgrade to Eloisa and Tashila,9,0,0,0,0,Neutral,0
"Valet parking needs training they forgot to gave me the card, yet they blamed me for not having it",20,0,0,0,0,Neutral,0
Management this is not accepted,5,0,0,0,0,Neutral,0
Self parking should be introduced,5,0,0,0,0,Neutral,0
"Our recent stay at Holton The Walk was a truly delightful experience that exceeded all our expectations! From the moment we arrived, we were greeted with warm hospitality that set the tone for an unforgettable family getaway",39,0,0,0,0,Neutral,0
Accommodation:,2,0,0,0,0,Neutral,0
"The suite we booked was spacious, beautifully decorated, and impeccably clean",13,1,0,0,0,Good,4
"It provided us with all the amenities we needed, making it feel like a cozy home away from home",20,0,0,0,0,Neutral,0
"The comfortable beds ensured we all had restful nights, and the stunning views of Ain dubai from your bed was the best part",24,1,0,0,0,Good,0
Facilities:,2,0,0,0,0,Neutral,0
"The facilities at Holton The Walk are fantastic! The kids loved the pool area, which was both fun and relaxing",22,1,0,0,0,Good,0
We had good time in adult pool area to relax our body,12,1,0,0,0,Good,0
"The access to beach, the fantastic sunset view of Ain dubai of blue water island, the beach sports activities is just perfect",24,1,0,0,0,Good,0
"The on-site restaurant served delicious meals, drinks with energetic vibes",11,0,0,0,0,Neutral,0
"The breakfast buffet was a highlight—offering a wonderful selection of fresh fruits, pastries, and hot dishes to start our days right",25,1,0,0,0,Good,0
Location:,2,0,0,0,0,Neutral,0
The location is perfect for family activities,7,1,0,0,0,Good,0
"We enjoyed exploring the nearby JBR, the beach ,the walk, the blue water island",17,0,0,0,0,Neutral,0
Service:,2,0,0,0,0,Neutral,3
The staff went above and beyond to ensure our stay was enjoyable,12,0,0,0,0,Neutral,1
"They were friendly, attentive, and always willing to help with any requests or recommendations",16,1,0,0,0,Good,0
It truly made us feel valued as guests,8,0,0,0,0,Neutral,0
"Overall, our stay at Holton The Walk was nothing short of fantastic",13,0,0,0,0,Neutral,1
we are already looking forward to our next visit! Highly recommended for anyone seeking a memorable staycation!,19,0,0,0,0,Neutral,0
The revervation team were very helpful,6,1,0,0,0,Good,0
I was dealing with HANNA she is very professional kind and helpful,12,1,0,0,0,Good,0
Thank you,2,0,0,0,0,Neutral,0
"I had a great experience with my family from the team in Hilton Dubai Jumeirah during our two morning breakfasts in oceana restaurant the team there were very kind and caring, starting with Joan ,Amr at the reception also assisted us with some information Lydia,Margaret at the coffee bar and Myint were great and they made our breakfast experience great",64,3,0,0,0,Good,0
Our whole stay experience was perfect from the Suit that we had and also the birthday decorations we got from the room service since it was my birthday was so nice,31,2,0,0,0,Good,3
"The breakfast was also delicious and I would like to recognize some of the people that made my birthday staycation:Joan,Amr,Maggie,Lydia and our waitress Myint they all played a major work of delivering proper guest experience they are really fun people and their way of work should be recognized",56,0,0,0,0,Neutral,0
Thanks to the Team in General,6,0,0,0,0,Neutral,0
One of the best view,5,0,0,0,0,Neutral,0
We can see ain dubai giant wheel,7,0,0,0,0,Neutral,0
The checkin was delayed too much,6,0,0,0,0,Neutral,0
The time we got our rooms was 9pm,8,0,0,0,0,Neutral,0
Dinner and breakfast was good,5,1,0,0,0,Good,0
"best experience ever, fast service, perfect location , polite staff , i booked again after leaving 👍🏻",19,1,0,0,0,Good,3
It's a breathtaking experience,5,0,0,0,0,Neutral,0
We enjoyed our stay and the best part is my 4yr old son really enjoyed during our stay since the facilities are kid friendly,24,1,0,0,0,Good,1
Ms Yvette and Meryl from the Front Desk are very accommodating and helpful,13,1,0,0,0,Good,0
Ms Temi from Guest Relations also,6,0,0,0,0,Neutral,0
