review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,topic_cluster
We loved our stay here,5,1,0,0,0,Good,1
Very comfortable bed and cleanliness of the hotel was wonderful,10,2,0,0,0,Good,0
I loved the large size of the pool and lounge areas,11,1,0,0,0,Good,0
Every thing was perfect,4,1,0,0,0,Good,0
"Clean, well maintained and great service",7,2,0,0,0,Good,3
Great location!,3,1,0,0,0,Good,0
"Positive: """" Negative: I still have not received my deposit back and it's been 2 weeks",20,0,0,0,0,Neutral,0
"Positive: Comfortable beds! Negative: """"",9,1,0,0,0,Good,0
Good stay,2,1,0,0,0,Good,1
Staff was pleasant,3,1,0,0,0,Good,2
Room was nice,3,1,0,0,0,Good,4
Location was good for our event we attended,8,1,0,0,0,Good,0
Our whole family was invited to stay at this hotel as it was the closest with availability for all of us,21,0,0,0,0,Neutral,1
The stay was Meh… the food at the cafe was hit and miss,13,0,0,0,0,Neutral,1
The front desk staff was also hit and miss,9,0,0,0,0,Neutral,2
The manager was great however it seemed everyone else was trying to figure things out,15,1,0,0,0,Good,0
Kudos to the maintenance staff for installing the Commando 450 shower heads (Seinfeld reference; shower head episode),20,0,0,0,0,Neutral,0
The room we stayed at was great,7,1,0,0,0,Good,0
The bed was comfortable and the bathroom had a nice clean layout,12,3,0,0,0,Good,4
We stayed here because we were going to a  Rocks concert and this a perfect spot for us,18,1,0,0,0,Good,0
Typisches Holiday Inn,3,0,0,0,0,Neutral,0
Sehr sauberes großes Zimmer,4,0,0,0,0,Neutral,0
Großes Bad mit großer ebenerdiger Dusche,6,0,0,0,1,Worst,0
Kostenlose Parkmöglichkeit direkt vor dem Hotel,6,0,0,0,0,Neutral,0
Check in mit kleinen Problemen wegen deren Kreditkartengerät,8,0,0,0,0,Neutral,0
Restaurant im Hotel okay mit sehr netter Bedienung,8,0,1,0,0,Average,0
Horrible experience! Made a reservation before hand and my age was not confirmed or approved for 21 or older at the time of reservation until I tried checking into my reservation,32,0,0,0,1,Worst,0
The manger or the old man running the front counter was just thoroughly unpolite and unprofessional,16,0,0,0,0,Neutral,0
Absolutely zero help for me being a person from out of town,12,0,0,0,0,Neutral,0
He had zero idea of options to go about helping find other hotels in the area he seemed lost lol,20,0,0,0,0,Neutral,0
No bible in hotel room and fireplace outside does not work also no vent in bathroom,16,0,0,0,0,Neutral,0
Stairs are creepy,3,0,0,0,0,Neutral,0
"I’ve spent over 40 years on the road supporting the cellular industry, so I’ve seen my share of hotels—good, bad, and forgettable",31,1,0,0,1,Good,0
"The Holiday Inn in Lakewood stands out as one of the very best values in the Denver area, especially for repeat business travelers like me",26,0,0,0,0,Neutral,0
"|Our company keeps coming back here, and with good reason",11,1,0,0,0,Good,0
"The staff is consistently professional, friendly, and remembers the needs of long-term guests",15,1,0,0,0,Good,2
"Rooms are clean, the property well-maintained, and genuinely comfortable—especially the beds, which matter a lot when you’re living out of a suitcase",29,2,0,0,0,Good,4
"WiFi is reliable enough for conference calls and file transfers, which not every hotel can claim",17,0,0,0,0,Neutral,0
"|It’s also in a superb location for our work in the Denver metro area, with easy access to downtown, the Tech Center, Golden, and westbound routes toward the foothills",35,0,0,0,0,Neutral,0
"Add in free parking, a solid on-site restaurant and bar, all year round pool, very fair corporate rates, and it’s an easy choice for our team year after year",35,0,0,1,0,Medium,0
"|If you’re a business traveler looking for a reliable, welcoming home base in Denver, I highly recommend checking out the Holiday Inn Lakewood",27,0,0,0,0,Neutral,0
It’s been a consistently superior experience for us,10,0,0,0,0,Neutral,0
Positive: Very convenient,4,0,0,0,0,Neutral,0
Restaurants all around,3,0,0,0,0,Neutral,0
Has a really nice pool,5,1,0,0,0,Good,0
And the staff was very friendly,6,1,0,0,0,Good,2
"Negative: """"",4,0,0,0,0,Neutral,0
Positive: Friendly staff,4,1,0,0,0,Good,2
Negative: No,3,0,0,0,0,Neutral,0
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
Love to stay here when in Denver for our church general conference & visiting family,15,0,0,0,0,Neutral,1
This hotel is conveniently located & is very comfortable,9,1,0,0,0,Good,0
The front desk staff & manager are very friendly & professional & helpful & ALWAYS make us feel very welcomed,20,2,0,0,0,Good,2
Thank You,2,0,0,0,0,Neutral,0
Amazing stay good service staff is very nice comfortable bed very spacious to move around in had a amazing time staying at your hotel,24,5,0,0,0,Good,3
Positive: Perfectly fine,4,0,1,0,0,Average,0
What you would expect,4,0,0,0,0,Neutral,0
Negative: Nothing really,4,0,0,0,0,Neutral,0
"Clean, nice staff",4,2,0,0,0,Good,4
Great location! Good rates,5,2,0,0,0,Good,0
Nice outdoor pool!,4,1,0,0,0,Good,0
Pros: We had a spacious room at the end of the hall,13,0,0,0,0,Neutral,0
Beds were comfortable,3,1,0,0,0,Good,0
Room was clean,3,1,0,0,0,Good,4
My daughter enjoyed the pool,5,0,0,0,0,Neutral,0
The pool is fairly large and there was a lot of outdoor seating,13,0,0,0,0,Neutral,0
Convenient little shop with snacks and drinks in the lobby,10,0,0,0,0,Neutral,0
Free parking,2,0,0,0,0,Neutral,0
"||Cons: The hotel is a bit dated Unlike other Holiday Inns, breakfast is not included",17,0,0,0,0,Neutral,0
"But, there’s a restaurant on site and kids eat free with a voucher and purchase of an adult entree",22,0,0,0,0,Neutral,0
||Location is so-so,3,0,0,0,0,Neutral,0
Freeway adjacent,2,0,0,0,0,Neutral,0
20-30 minutes from downtown and many areas of interest,9,0,0,0,0,Neutral,0
We would not have picked this spot if we weren’t visiting friends in Littleton,16,0,0,0,0,Neutral,0
Elevator broken,2,0,0,0,1,Worst,0
People stuck and had to call FD to come get them out,12,0,0,0,0,Neutral,0
Fire alarm went off 2 nights in a row,9,0,0,0,0,Neutral,0
Both false alarms,3,0,0,0,0,Neutral,0
But still had to vacate building in the late night,10,0,0,0,0,Neutral,0
A/C in room kept shutting Off,6,0,0,0,0,Neutral,0
then room was Hot and it would restart and get cold,11,0,0,0,0,Neutral,0
"Asked for a portable fan, but was told they didn’t have any",15,0,0,0,0,Neutral,0
No coffee in the lounge area,6,0,0,0,0,Neutral,0
Nothing was complementary for guests    Only 2 K-Cups for room coffee,11,0,0,0,0,Neutral,0
Had to go to the hotel restaurant to get any coffee or simple breakfast,14,0,0,0,0,Neutral,0
It was over $60 for 3 people,8,0,0,0,0,Neutral,0
Way too expensive for hotel guest,6,0,0,0,1,Worst,0
I have family in Colorado,5,0,0,0,0,Neutral,0
I found this hotel to be perfect for me,9,1,0,0,0,Good,0
It is nice and close to the family,8,1,0,0,0,Good,0
I love the outdoor swimming pool,6,0,0,0,0,Neutral,0
It is very convenient having the restaurant attached to the hotel because I usually do not rent a car,19,0,0,0,0,Neutral,0
Michelle and Shonda Ray at the front desk are great and offer exemplary customer service,15,1,0,0,0,Good,3
"The room is clean, cable tv",7,1,0,0,0,Good,4
Beds are comfy,3,0,0,0,0,Neutral,0
"|When my daughter came out here from Boston, I recommended it for her too and now this is her go to hotel when we’re here as well",30,0,0,0,0,Neutral,0
Thank you! Keep up the good work because I’m coming back asap,15,1,0,0,0,Good,0
Everyone I encountered was friendly and helpful,7,2,0,0,0,Good,2
The pool was just opened the second day we were there,11,0,0,0,0,Neutral,0
It was cold but the sun was warm,8,0,0,0,0,Neutral,0
"The food in the restaurant was good, and staff was friendly",12,2,0,0,0,Good,2
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
Very clean room nice place to stay,7,2,0,0,0,Good,4
Pool was out,3,0,0,0,0,Neutral,0
Staff not friendly,3,1,0,0,1,Good,2
Conference holiday inn are not my first choice,8,0,0,0,0,Neutral,0
I was told at check-in my rate was $134,10,0,0,0,0,Neutral,0
83 & $67,4,0,0,0,0,Neutral,0
41 for early check in which equals $202,9,0,0,0,0,Neutral,0
I was charged $263,5,0,0,0,0,Neutral,0
"68 which equates to OVER 30% tax! I called and spoke to front desk & was only given 1 ""reason"" after another with no difference refunded",30,0,0,0,0,Neutral,0
BEWARE of untold price gouging by this hotel!,9,0,0,0,0,Neutral,0
Possibly the worst IHG hotel I’ve stayed in,10,0,0,0,1,Worst,0
Sheets had blood on them,5,0,0,0,0,Neutral,0
"We asked for new linens, which were brought, but we had to make the bed ourselves at 10 pm",21,0,0,0,0,Neutral,0
No coffee in the lobby,5,0,0,0,0,Neutral,0
Courtesy toothpaste for sale only,5,0,0,0,0,Neutral,0
Many better options in Denver,5,0,0,0,0,Neutral,0
I made a mistake and forgot my work credit card this evening,12,0,0,0,0,Neutral,0
The guy at the front desk was nice and answered a few questions I had about getting the card charged without actually having it,24,1,0,0,0,Good,0
"Unfortunately, the short, older lady next to him shook her head and rolled her eyes at everything he said, multiple times, while she was on the phone with another customer",34,0,0,0,0,Neutral,0
"So when he completed my check-in, I asked her if she was a manager and she said she was",20,0,0,0,0,Neutral,0
"Okay, so I tried to verify with her that I would be able to checkout in the manner that he indicated I could, because she had shaken her head when he was talking",35,0,1,0,0,Average,0
I don't need charge card issues when on company travel,11,0,0,0,0,Neutral,0
She immediately started to argue about which time she had shaken her head,13,0,0,0,0,Neutral,0
"I felt nothing good coming from this road we were about to travel down, so I caught myself in an attempt to avoid a meaningless argument, took a deep breath and turned to the guy with a final question",41,1,0,0,0,Good,0
"As I walked away, the manager, in a really rude and condescending voice said that actually she didn't 'technically' need to accept payment the way we had all agreed upon",34,0,0,0,1,Worst,0
"This time, not quite catching myself fully, I asked if there was a problem at which point she was even more rude and argumentative, apparently hurt that I had turned away from her to ask the guy my final question",43,0,0,0,1,Worst,0
I explained that I was just trying to not argue and I thanked them and headed to my room,19,0,0,0,0,Neutral,0
"After I got into my room, I realized that I wasn't comfortable staying there, passing by the front desk just to see her scowl at me for the next couple of days, so I decided to spend my money elsewhere",44,1,0,0,0,Good,0
The guy at the desk was still there and cancelled me out very kindly,14,0,0,0,0,Neutral,0
"As for the lady, she had contradicted and rolled her eyes towards a new employee in front of a customer, aggressively berated a customer who had made a simple mistake and was only seeking help in finding a resolution, and made them feel so uncomfortable that they were unwilling to stay there",55,0,0,0,0,Neutral,0
"It's a hotel, comfort is their business",9,0,0,0,0,Neutral,0
"I'd recommend finding a new manager, for the benefit of both the employees and the customers",18,0,0,0,0,Neutral,0
I know I wouldn't want to work for her,10,0,0,0,0,Neutral,0
The next place I stopped by was super nice and helpful,11,2,0,0,0,Good,0
I'm in a room that is comfy and quiet and I can now look forward to passing by the front desk and smiling at the kind people here,29,0,0,0,0,Neutral,0
I've been staying 3 times already in this property and I love it,14,0,0,0,0,Neutral,0
"The staff was very friendly, the bed was comfortable",10,2,0,0,0,Good,2
The air conditioning worked great !,6,1,0,0,0,Good,0
"However the alarm clock did not work in my room and nor did the telephone, I asked for a 6:30A",21,0,0,0,0,Neutral,0
"wake-up call, I did not receive it",8,0,0,0,0,Neutral,0
The alarm clock is very old and did not work either,11,0,0,0,0,Neutral,0
"As I was rushing out the door for my meeting, I looked at the phone, picked it up and there was no phone cord for the phone",29,0,0,0,0,Neutral,0
"The room was not clean, there was food and hair on the floor and furniture",16,1,0,0,1,Good,4
I was late for my meeting,6,0,0,0,0,Neutral,0
which was in the building,5,0,0,0,0,Neutral,0
"Positive: """" Negative: """"",8,0,0,0,0,Neutral,0
This place is awesome,4,0,0,0,0,Neutral,0
"Friendly staff, clean rooms, and an all around great hotel",12,3,0,0,0,Good,2
The best part was the overnight guys service dog,9,0,0,0,0,Neutral,3
Didn’t catch his name but the dogs name is Delilah,12,0,0,0,0,Neutral,0
Such a sweetie,3,0,0,0,0,Neutral,0
She jumped halfway up on the counter to greet us,10,0,0,0,0,Neutral,0
This place is the best! If you haven’t been I totally recommend that you stay there,19,0,0,0,0,Neutral,1
Only down side is if you wanna see Delilah you’ll have to go on the weekend cause that’s the only time she’s there,30,0,0,0,0,Neutral,0
Clean room,2,1,0,0,0,Good,4
Very comfortable bed!  AC was too loud,8,1,0,0,0,Good,0
My only complaint,3,0,0,0,0,Neutral,0
Vance the breakfast server was outstanding,6,0,0,0,0,Neutral,0
Food was delicious,3,0,0,0,0,Neutral,0
NOT a buffet,3,0,0,0,0,Neutral,0
Real breakfast and super yummy huevos rancheros!  Pick what you want off the menu,15,0,0,0,0,Neutral,0
Was so much better than the standard free breakfast that comes with a room,14,0,1,0,0,Average,0
Very impressed,2,0,0,0,0,Neutral,0
I've stayed here many times,6,0,0,0,0,Neutral,0
comfy rooms and safe property,5,0,0,0,0,Neutral,0
Restaurants close by too,4,0,0,0,0,Neutral,0
We really enjoyed our stay! We attended a concert at Red Rocks and the location was convenient,18,0,0,0,0,Neutral,0
We opted to use / purchase a shuttle service to the concert,12,0,0,0,0,Neutral,3
Be sure to choose the option to include breakfast vouchers when you book your stay,15,0,0,0,0,Neutral,0
Breakfasts are ordered off the menu at the restaurant,9,0,0,0,0,Neutral,0
"They were very hearty options! I believe the pool was under construction or not open at the time, so if this matters to you be sure to check in advance",32,0,0,0,0,Neutral,0
"This hotel was recommended by a friend, and we would stay here again!",15,0,0,0,0,Neutral,1
"There are multiple options to stay at other hotels, but this is the one we love most",18,0,0,0,0,Neutral,1
Thanks to the people who work there we enjoy a completely relaxing time on our staycation,16,0,0,0,0,Neutral,0
I adore the staff,4,0,0,0,0,Neutral,2
One thing I always check is that the smoke detector looks to be working,14,0,0,0,0,Neutral,0
"This time I discovered that the one in this room was enclosed in plastic, like a bag",18,0,0,0,0,Neutral,0
I immediately went down to the front desk and notified them,11,0,0,0,0,Neutral,0
She did send a maintenance man up asap to remove the plastic,12,0,0,0,0,Neutral,0
I received no explanation or concern from the hotel,9,0,0,0,0,Neutral,0
We stay here often while visiting family in the area,10,0,0,0,0,Neutral,1
Not sure we will return,5,0,0,0,0,Neutral,0
One other odd thing was the shower stall door,9,0,0,0,0,Neutral,0
The only way in is to crawl over the toilet,10,0,0,0,0,Neutral,0
The other door was secured and could not be opened,10,0,0,0,0,Neutral,0
It would be hard for an older person or someone with mobility issues to use the shower or the tub,20,0,0,0,0,Neutral,0
Very disappointing 3 night stay,5,0,0,0,0,Neutral,1
When I checked in they were very helpful and kind and I asked for a handicap room but the time I got to my room they were already taking my handicap chair for the shower so it was a very helpful stay with lots of kindness,46,2,0,0,0,Good,0
We were really impressed with this Holiday inn,8,0,0,0,0,Neutral,0
Rooms are spacious and beds super high quality comfortable,9,1,0,0,0,Good,0
They have remodeled this hotel and updated it really well,10,0,0,0,0,Neutral,0
Close to Dennys and another sports bar inside the hotel,10,0,0,0,0,Neutral,0
Lamp plugs were not working but they replaced it,9,0,0,0,0,Neutral,0
Has a small refrigerator as well,6,0,0,0,0,Neutral,0
Best Holiday Inn I stay out from the hotel staff to the restaurant staff could not ask for more,19,0,0,0,0,Neutral,2
This hotel and restaurant should be held as a model for other Holiday Inns especially the restaurant service,18,0,0,0,0,Neutral,3
The hotel was very nice and the room was clean and comfortable,12,3,0,0,0,Good,4
Breakfast was very good!,5,1,0,0,0,Good,0
Everyone was super friendly and building was clean and at a good location with easy access to surrounding amenities with pretty views of the mountains,25,3,0,0,0,Good,0
Grounds were well taken care of with plenty of parking,10,0,0,0,0,Neutral,0
Under the circumstances of my visit,6,0,0,0,0,Neutral,0
This was a great choice of stay,7,1,0,0,0,Good,1
Staff was great and accommodating to our needs and our loss,11,1,0,0,0,Good,2
Room was great and spacious and very clean and comfortable,10,3,0,0,0,Good,4
Lounge with fire was very relaxing,6,0,0,0,0,Neutral,0
The hotel is quite nice and the rooms are very clean,11,2,0,0,0,Good,4
The beds are comfortable with plenty of pillows and the bathrooms are spotless,13,1,0,0,0,Good,0
The front desk staff are helpful and made sure that we had everything we needed for our stay,18,1,0,0,0,Good,2
There were only two drawbacks: the pet charges were not fully explained and they were excessive,17,0,0,0,0,Neutral,0
$50 per night for a dog under 10 lbs is ridiculously expensive,13,0,0,0,1,Worst,0
The second issue was the lack of breakfast,8,0,0,0,0,Neutral,0
"We felt they should at least offer a continental breakfast in the morning but, because this hotel has a restaurant attached, they don't offer breakfast",28,0,0,0,0,Neutral,0
"At the very least, coffee service would be nice",10,1,0,0,0,Good,3
Most comfortable bed ever,4,1,0,0,0,Good,0
Super easy location for Red Rocks,6,0,0,0,0,Neutral,0
The breakfast was amazing too,5,1,0,0,0,Good,0
"Positive: Everything! Staff is awesome, food at the restaurant is awesome",14,0,0,0,0,Neutral,0
Hotel is beautiful and clean Negative: Non,8,1,0,0,0,Good,4
"I visit Colorado every 6 mths and I have Been staying here for the last 2 years and other than a few obstacles that came up the staff was always so quick to help me and make things right! The hotel is clean, it’s beautiful, the food at the Innsider is so delicious",58,1,0,0,0,Good,0
The staff at the bar is phenomenal… all of them!! Can’t wait to go back!,20,0,0,0,0,Neutral,0
This hotel is great,4,1,0,0,0,Good,0
The experience was good,4,1,0,0,0,Good,0
The hotel is located in an awesome area of Denver,10,0,0,0,0,Neutral,0
It's easy to park,5,0,0,0,0,Neutral,0
Beds are comfy,3,0,0,0,0,Neutral,0
Staff is friendly,3,1,0,0,0,Good,2
I really liked our stay,5,0,0,0,0,Neutral,1
I would stay here again if I ever get to visit Denver again,13,0,0,0,0,Neutral,1
This is the 2nd time I've stayed in this hotel,11,0,0,0,0,Neutral,0
"Both times have been very comfortable, affordable and close to where I need to be",16,1,0,0,0,Good,0
"Comfortable beds, friendly, attentive staff",7,2,0,0,0,Good,2
I will stay here again when I'm visiting the area,11,0,0,0,0,Neutral,1
"Great hotel, beds were comfortable, dining was exceptional, fix holes in front of hotel, overall, the front desk clerk was very helpful with me",29,3,0,0,0,Good,0
"Great location, within walking distance to a few dining facilities",11,1,0,0,0,Good,0
"Did not use the fitness room, nor the pool area, so cannot comment on those",18,0,0,0,0,Neutral,0
"Overall,it was a good experience, the staff very helpful",12,2,0,0,0,Good,2
"The room was clean,but temperature a pain to get right",12,1,0,0,0,Good,4
"Too many big soft pillows, bed was on the soft side, TV remote could have been better, TV schedule on screen wasn’t easy to use",30,0,0,0,0,Neutral,0
Room was very clean,4,1,0,0,0,Good,4
"The hotel is clean and well-kept, and the staff is friendly and knowledgeable",14,2,0,0,0,Good,2
I had no issues with my stay,7,0,0,0,0,Neutral,1
"Everything was in one place, and I didn't need to travel for anything other than my business venture",20,0,0,0,0,Neutral,0
Great place to stay!,5,1,0,0,0,Good,1
Overcharged!  Paid and an exorbitant amount for breakfast after being told repeatedly that breakfast was included in my booking,20,0,0,0,0,Neutral,0
I checked in with the same staff person I checked out,11,0,0,0,0,Neutral,0
"Upon checking in the front desk staff was very polite and helpful, but that changed upon check out",19,1,0,0,0,Good,2
"Excellent rooms, service sosp",5,1,0,0,0,Good,3
Room was clean and comfy had a happy hour drink and staff was very nice and welcoming,17,2,0,0,0,Good,4
I was looking forward to a hot tub but I never got an answer if they had one or not,20,0,0,0,0,Neutral,0
"Usually stay at Holiday Inns, comfy room, sufficient space, always clean, limited TV, quiet room,  excellent temp control, limited water and last but not least, good coffee",35,3,0,0,0,Good,0
This Hotel in Lakewood is amazing! Everyone is so sweet and the place always smells good and is so clean!!,23,3,0,0,0,Good,4
"Not a bad hotel, but the rooms have some wear and tear that you would expect to be taken care of, they don't have a continental breakfast and the restaurant they do have is slightly over priced and the food is okay",45,0,1,0,1,Average,0
This holiday inn is as exceptional as all the others I’ve stayed at,15,0,0,0,0,Neutral,0
The Holiday Inn Express was an excellent place to stay,10,1,0,0,0,Good,1
"The service at the front desk was very professional, the room was clean and comfortable,  the food at the restaurant was very good and a good choice of items to order",33,4,0,0,0,Good,3
Terrible hotel rude staff gross rooms bug infested breakfast,9,0,0,0,3,Worst,0
do not,2,0,0,0,0,Neutral,0
I repeat do not go here! Such a gross experience overall between the the staff and accomodies,18,0,0,0,1,Worst,2
I rather stay at a motel atleast they don't put a stinky sheet over your eyes before you get there!,22,0,0,0,0,Neutral,1
From check inn to checkout just plain top-notch service,9,0,0,0,0,Neutral,3
The restaurant is a hidden treasure for seeking a wonderful breakfast,11,1,0,0,0,Good,0
"Whenever I'm in Denver, this is where I prefer to stay",13,0,0,0,0,Neutral,1
"It's always clean and quiet, and the staff is helpful, friendly, and efficient",17,3,0,0,0,Good,2
"No matter what season, everything looks good, works, and the rooms are comfortable",16,2,0,0,0,Good,0
Its nice and all and rooms are pretty clean and the people that work there are nice,17,3,0,0,0,Good,4
"i love how staff was very helpful, as well as the room quality was amazing",16,2,0,0,0,Good,2
The bar at the hotel has amazing food and drinks which made it that much easier to relax and unwind during my stay,23,1,0,0,0,Good,0
highly recommed,2,0,0,0,0,Neutral,0
We stayed at this hotel three times so far,9,0,0,0,0,Neutral,0
They have a huge beautiful outdoor pool,7,0,0,0,0,Neutral,0
It’s perfect in the summer,7,1,0,0,0,Good,0
"They were working on it on my last visit which was last week in January and that’s a good time to fix the pool because I will be back in the summer, they keep up on all the maintenance",42,1,0,0,0,Good,0
The place is very clean,5,1,0,0,0,Good,4
The beds are comfortable and the restaurant downstairs is extremely convenient if you do not have a Rent-A-Car,18,1,0,0,0,Good,0
Great food excellent service from Candace,6,2,0,0,0,Good,3
I visit the area regularly,5,0,0,0,0,Neutral,0
"I have stayed at other properties nearby but this hotel looks nicer, is cleaner and has better staff",19,0,0,0,0,Neutral,0
Check in and out was a breeze,7,0,0,0,0,Neutral,0
Restaurant attached to the hotel made dining a breeze after a busy day,13,0,0,0,0,Neutral,0
"Affordable, clean, and friendly staff, couldn't ask for anything more!",15,2,0,0,0,Good,2
"Our check in was very fast, easy way to rooms, hotel is always clean and friendly staff",19,2,0,0,0,Good,2
"Whenever I go there I just want to stay longer because I feel like home, there is also no noise at the rooms and is always a pleasure to stay there",32,0,0,0,0,Neutral,1
"Love this place! I have new appreciation for Holiday Inn again! Staff - friendly & so accomodating / rooms - updated, nice beds & linens, super clean / office area in lobby with printer / rooms have frig & can get microwave / quiet; nice pool & workout area, tho did not use / restaurant - didn't try",65,4,0,0,0,Good,0
"Only  downside - room overlooked the roof, tho mountains were in the distance",14,0,0,0,0,Neutral,0
Would ask for different room next time!,8,0,0,0,0,Neutral,0
"I loved how accommodating, friendly & helpful the staff was from the moment I arrived",16,3,0,0,0,Good,2
"I asked for a few special things, including early check-in & they were very happy to oblige",18,0,0,0,0,Neutral,0
"The rooms were clean, updated & comfortable, including a frig in every room",15,2,0,0,0,Good,4
The beds were very comfortable with good mattresses & nice linens,11,3,0,0,0,Good,0
It was my first time in a Holiday Inn in many years & I will be looking to stay in them again on my next trips! It was peaceful and quiet,32,0,0,0,0,Neutral,0
I also used their office area (computer to print) and it all worked well,16,0,0,0,0,Neutral,0
"There was also a pool & workout room, although I did not use them",15,0,0,0,0,Neutral,0
Lovely stay & look forward to another Holiday Inn visit!,11,0,0,0,0,Neutral,1
Went there with a meetup group to watch the Denver Broncos play on their big screen and to eat a meal,21,0,0,0,0,Neutral,0
"Prompt, friendly, and helpful staff",7,2,0,0,0,Good,2
Different types of pillows for different comfort levels,8,0,0,0,0,Neutral,0
Clean rooms and decent provisions,5,1,1,0,0,Good,4
It is sad to say goodbye from Denver after some EXCELLENT vacation days,13,1,0,0,0,Good,0
"Part of this feeling is because of the people who served at the front desk, the supporters cleaning the room, and especially the restaurant, which has the best menu and their team is really kind",38,0,0,0,0,Neutral,0
Thank you so much for everything!!,8,0,0,0,0,Neutral,0
Everything was great at this hotel during the stay,9,1,0,0,0,Good,1
The front desk staffs and staffs at the restaurant offered excellent service,12,1,0,0,0,Good,3
This was my first stay,5,0,0,0,0,Neutral,1
The staff are very kind and helpful,7,1,0,0,0,Good,2
"Our room was clean, in great condition, the beds are very comfortable",14,3,0,0,0,Good,4
I always appreciate a quiet room and that was what we experienced,12,0,0,0,0,Neutral,0
The Lakewood area in Denver has every kind of shop and restaurant and is not far from front range mountains,20,0,0,0,0,Neutral,0
"Great price, location and amenities ( pool, gym, restaurant",12,1,0,0,0,Good,0
"HI-Lakewood is a solid mid-level hotel with a great staff, a descent restaurant and in a convenient location",19,1,0,0,0,Good,0
I routinely stay there for business three to four times a year and have done for the last four years,20,0,0,0,0,Neutral,1
It has good amenities,4,1,0,0,0,Good,0
"It could use a cosmetic makeover, but is safe and comfortable",12,1,0,0,0,Good,0
Great holiday inn,3,1,0,0,0,Good,0
Nice location,2,1,0,0,0,Good,0
Restaurant attached had excellent breakfast,5,1,0,0,0,Good,0
I bought in on the room,6,0,0,0,0,Neutral,4
"Staff pleasant, room comfortable and no issues with wifi",10,2,0,0,0,Good,0
Great location,2,1,0,0,0,Good,0
Love the seating in the lobby with the fireplace - nice to have a place to sit and visit comfortably,20,1,0,0,0,Good,0
Will not honer online price False advertising,7,0,0,0,0,Neutral,0
"Spacious, clean room",4,1,0,0,0,Good,4
Bed and pillows were very comfortable,6,1,0,0,0,Good,0
Great stay,2,1,0,0,0,Good,1
We had to stay here quickly due to a family emergency,11,0,0,0,0,Neutral,1
The hotel staff went above and beyond to help our family,11,0,0,0,0,Neutral,2
I can not thank them enough,6,0,0,0,0,Neutral,0
I will recommend them over and over again !!,10,0,0,0,0,Neutral,0
"Is a good place to stay, just the beds need to be a little more comfortable and probably continental breakfast same",22,2,0,0,0,Good,1
Another holidays hotels,3,0,0,0,0,Neutral,0
Awesome place to stay!  Great value!  Great Service!  Great Breakfast!  Even swam in the pool while it was snowing!!,25,3,0,0,0,Good,3
The room was clean and comfortable,6,2,0,0,0,Good,4
The bathroom was warmer than the room by several degrees without using the shower,14,0,0,0,0,Neutral,0
It made makeup application difficult as there was no air movement either,12,0,0,0,0,Neutral,0
The bed was comfortable but became hot during the night despite the coolness of the room,16,1,0,0,0,Good,0
"Of the hotels located in the vicinity, I think this one is the best for the buck",18,0,0,0,0,Neutral,0
Confident of what I'm going to get,8,0,0,0,0,Neutral,0
I come to this area often,6,0,0,0,0,Neutral,0
This hotel has top notch staff,6,0,0,0,0,Neutral,2
Thanks to Michelle we were able to adjust our reservations due to weather related flight cancelations,16,0,0,0,0,Neutral,0
"She is absolutely awesome, professional, and understanding",9,0,0,0,0,Neutral,0
We appreciated her working with us,6,0,0,0,0,Neutral,0
This was my 2nd to CO and to this hotel,10,0,0,0,0,Neutral,0
I had a great experience the 1st which is why chose this place to stay for my 2nd visit,19,1,0,0,0,Good,1
I arrived a day early and they were able to accommodate me even this my reservations where for the next day,21,0,0,0,0,Neutral,0
Also they were able explain what the weather warnings meant for their 1st snow of the season and how it would impact my trip,24,0,0,0,0,Neutral,0
"Overall, I was impressed with the hotel",8,0,0,0,0,Neutral,0
"Very pleasant staff, quiet room, restaurant onsite with good food, nice selection",15,3,0,0,0,Good,0
Parking close to the hotel entrance,6,0,0,0,0,Neutral,0
A very clean property,4,1,0,0,0,Good,4
I would definitely stay again,5,0,0,0,0,Neutral,1
Rooms were clean and the staff was friendly and helpful,10,3,0,0,0,Good,2
This is my second time staying at the Holiday Inn Lakewood,11,0,0,0,0,Neutral,0
Both stays have been good to solid,7,1,0,0,0,Good,0
"Comfy beds, quiet rooms and a great bathroom",9,1,0,0,0,Good,0
Only issue is the lack of a microwave,8,0,0,0,0,Neutral,0
I travel for business and often times want to just eat in the room,14,0,0,0,0,Neutral,0
Yes there is a fridge but I like to go to a local grocery store and buy food to heat up,21,0,0,0,0,Neutral,0
Can't do that without a microwave in my room,10,0,0,0,0,Neutral,0
Thank you Trip,3,0,0,0,0,Neutral,0
"com , you made everything easy for me",8,0,0,0,0,Neutral,0
Thank you Holiday Inn for the great reception,8,1,0,0,0,Good,0
I recommend Holiday Inn,4,0,0,0,0,Neutral,0
One of the best Holiday Inn experiences I have had this location is exceptional from the detail to the rooms being clean to the great service that you get,29,2,0,0,0,Good,3
"Also, the bar and Grill attached to the restaurant is also awesome with great quality food and also they have all of the games on Sundays",27,1,0,0,0,Good,0
This will definitely be my go to spot when I come back to Lakewood,14,0,0,0,0,Neutral,0
Great job Holiday Inn,4,1,0,0,0,Good,0
