review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
Hotel is quiet and clean,5,2,0,0,0,0.4019,Good
Ample parking,2,0,0,0,0,0.0,Average
Near many attractions and shopping,5,0,0,0,0,0.4215,Good
"Breakfast service is okay, not great, but nice to eat before leaving to explore more or to drive home",21,1,2,0,0,-0.5712,Average
Do not waste your dollars at this location for Holiday Inn/IHG,11,0,0,0,1,0.6164,Worst
Go to the Hampton Inn next door,7,0,0,0,0,0.0,Average
Turns out their nightly rate was better anyway than HIex,10,0,0,0,0,0.4404,Good
My sister in law was taking my niece to college and had planned to stay there,16,0,0,0,0,0.0,Average
"Her uncles were covering this as we are platinum elite members and it was our way of helping out on such an important time, since we couldn’t be there in person",34,0,0,0,0,0.4588,Good
The assistant manager was atrocious to deal with,8,0,0,0,0,0.0,Average
I believe his name was Andrew,6,0,0,0,0,0.0,Average
We tried calling to find out what he needed as we pre-booked the room using our card,17,0,0,0,0,0.0,Average
"We couldn’t hear him on the phone, asked several times for him to speak up",18,0,0,0,0,0.0,Average
I kept raising my voice because I couldn’t hear him,12,0,0,0,0,0.0,Average
"I will admit I did use one expletive in the conversation - “as how was I supposed to fix this F’ng situation, so my family could check in”",33,0,0,0,0,0.2023,Good
"I should not have used that word, but as this man was so unhelpful, my frustrations were at a high, to say the least",27,0,0,0,0,-0.6592,Worst
We had set this up for several other Holiday Inn Express for their long cross country trip,17,0,0,0,0,0.4019,Good
This was the only one who has given them a problem,11,0,0,0,1,-0.4019,Worst
"When we pointed this out, he even denigrated another location saying they weren’t in the same league as this location",23,0,0,0,0,0.0,Average
"They both are listed as 2-star hotels, and the other location was built in the past few years, so difficult to see what would be the difference",29,0,0,0,0,-0.5009,Worst
"After calling corporate reservations and explaining how unhelpful Andrew was being, they couldn’t fix it either",19,0,0,0,0,0.0,Average
"At this point I was told by reservations that Andrew wouldn’t even allow my sister in law to check in, even if we made the 45 minute drive to show him our credit card, as we happen to live on this stop of their trip",49,0,0,0,0,0.25,Good
"Though asking them to wait another 45 minutes with a 7 year old with them, not cool to say the least!  Then to completely refuse service to us, my sister in law and family",37,0,0,0,1,-0.5785,Worst
Needless to say this location will never get my or my family business,13,0,0,0,0,0.0,Average
"They said I should not be charged a cancellation fee since we prepaid, but I will be verifying that with corporate",22,0,0,0,0,0.0762,Good
"I have already let corporate know how unsatisfactory this locations service has been and in particular, Andrew",18,0,0,0,0,0.0,Average
"Again, do not waste your dollars at this location",10,0,0,0,1,0.3252,Worst
Horrible customer service,3,0,0,0,1,-0.5423,Worst
Comfortable,1,1,0,0,0,0.5106,Good
WIFI was quite slow compared tp other places we stayed,10,0,0,0,1,0.0,Worst
False Fire Alarm in middle of night was annoying and staff was not able to discount our stay even though we did not get full value of our stay,29,1,0,0,0,-0.8194,Good
My comment is the same description stated on the front page,11,0,0,0,0,0.0,Average
Check-in was efficient and our stay was clean and comfortable,10,3,0,0,0,0.8316,Good
Location was great,3,1,0,0,0,0.6249,Good
Housekeeping was below average,4,0,0,1.5,0,0.0,Medium
Bed never made and TP was not provided,8,0,0,0,0,0.0,Average
Had to go to desk because phone connection broken,9,0,0,0,1,-0.4767,Worst
Hot breakfast items were not available until late on first day too,12,0,0,0,0,0.0,Average
Excellent experience,2,1,0,0,0,0.5719,Good
Only issue was the coffee maker in the room didn’t work,13,0,0,0,1,0.0,Worst
Not a big deal,4,0,0,0,0,0.0,Average
There was plenty of coffee with better creamer available in the lobby,12,0,0,0,0,0.4588,Good
First impressions count,3,0,0,0,0,0.2263,Good
No one to there to inquire about room or check in,11,0,0,0,0,-0.296,Worst
When someone arrives he was disengaged,6,0,0,0,0,0.0,Average
Would not assist with rewards number,6,0,0,0,1,-0.308,Worst
Told me to find it and come back,8,0,0,0,0,0.0,Average
Wasn’t interested in AAA card or my drivers license,11,0,0,0,0,0.4019,Good
The only issue we had with our stay was our entire floor smelled like Marijuana,15,0,0,0,1,0.3612,Worst
I don't care what people do but I don't want to smell it,15,0,0,0,1,-0.284,Worst
It was very obvious that people were smoking on our floor,11,0,0,0,0,0.0,Average
I thought smoking isn't allowed,6,0,0,0,0,0.0,Average
We chose this location because it was so close to Red Rocks and we were attending a concert,18,0,0,0,0,0.0,Average
We are also planning on getting married and using the time at this Holiday Inn Express to decide if we wanted to schedule a room block for that event,29,0,0,0,0,0.058,Good
"However, we spent all of our nights in discomfort with a broken A/C",14,0,0,0,1,-0.7096,Worst
"Normally this isn't as issue, but with temperatures in the 90s during our stay it was awful",19,0,0,0,2,-0.6124,Worst
We spoke with someone at the desk the first morning before we headed out and they took the notes about the A/C and another issue we had around 9:30,29,0,0,0,1,0.0,Worst
"When we returned around 6:00, we noticed our room was still just as hot",15,0,0,0,0,0.0,Average
"I brought this to the attention of the person working at the desk then and he came in, pushed a couple buttons on the thermostat and said it was fixed",31,0,0,0,0,0.0,Average
The A/C never kicked on,5,0,0,0,0,0.0,Average
"He was very rude for every interaction we had with him and each time we walked past the front desk, there were people who had been waiting 20 minutes for him",32,0,0,0,1,-0.5095,Worst
"The same night, we went to dinner and there were people waiting",13,0,0,0,0,0.0,Average
We came back an hour later and the same people were waiting,12,0,0,0,0,0.0,Average
I only know it was him because my fiancé said something and suddenly he was out of the office to help guests,22,0,0,0,0,0.4019,Good
"The next morning, I caught another person who called maintenance while I was at the desk",17,0,0,0,0,0.0,Average
He arrived to check on it almost immediately but told me that the compressor was broken,16,0,0,0,1,-0.631,Worst
He would have to install a new unit,8,0,0,0,0,0.0,Average
"While it was nice to have an answer, a new unit was never installed and no other solution was offered",21,0,0,0,0,0.4071,Good
"This, on top of a few other issues, made it clear that this was not the hotel for our wedding",22,0,0,0,1,0.5267,Worst
I've attached a few photos of our room that I would be embarrassed to have guests see if I were working at this particular property,26,0,0,0,0,-0.3612,Worst
"Although this is mostly a bad review, I do want to thank Matthew who took our A/C issue seriously and the woman at the front desk who helped us when we check out and rekeyed our card for the several times it deactivated during our stay",47,0,0,0,1,-0.34,Worst
This stay was clean and just what we needed for part of our family vacation,15,1,0,0,0,0.4019,Good
We were close to Red Rocks for hiking,8,0,0,0,0,0.0,Average
It would be a great place to stay for concert,10,1,0,0,0,0.6249,Good
Pool was nice for kids,5,0,0,0,0,0.4215,Good
Glad we switched reservation to the Holiday Inn,8,0,0,0,0,0.6908,Good
"Clean rooms, friendly staff",5,2,0,0,0,0.7096,Good
Breakfast ok (expired milk and reheated oatmeal were lowlights; everything else was solid),16,0,1,0,0,0.3612,Average
"Unfortunately close to dispensary and construction, so location loses a star",12,0,0,0,0,-0.6096,Worst
Would stay here again,4,0,0,0,0,0.0,Average
This was the first IHG hotel on our 17-day trip that did not honor my room preferences of a high floor away from the elevator,25,0,0,0,0,-0.3875,Worst
We were on the 2nd floor across from elevator,9,0,0,0,0,0.0,Average
"Told it was because they were full, but I had made reservation 2 weeks in advance",17,0,0,0,0,0.0,Average
The coffee was cold in the lobby upon arrival,9,0,0,0,0,0.0258,Average
They did have hot coffee for breakfast at least,9,0,0,0,0,0.0,Average
The bathtubs do not have the rubber mats we were provided at every other Holiday Inn express on our trip,20,0,0,0,0,0.4019,Good
"The bathtub was very slippery, and my wife slipped and fell out of the tub",16,0,0,0,0,0.0,Average
No injuries but another guest may not be so lucky,10,0,0,0,0,0.6513,Good
We did tell the desk clerk as we checked,9,0,0,0,0,0.0,Average
Great location,2,2,0,0,0,0.6249,Good
Clean hotel with comfortable beds,5,2,0,0,0,0.7184,Good
Breakfast could be a bit better,6,0,0,0,0,0.4404,Good
Overall fine breakfast,3,0,1,0,0,0.2023,Average
Will definitely stay again,4,1,0,0,0,0.4019,Good
Golden is a great location to getting to the places we wanted to explore,14,2,0,0,0,0.6249,Good
Bed was quite comfortable,4,1,0,0,0,0.5563,Good
Lobby and eating area were clean and welcoming,8,2,0,0,0,0.6908,Good
Breakfast was good but a little late,7,0,0,0,0,0.2382,Good
Just a bit older hotel,5,0,0,0,0,0.0,Average
Few minor things needed upkeep but overall I enjoyed our stay,11,1,0,0,0,0.6652,Good
Great staff,2,2,0,0,0,0.6249,Good
A friendly staff at a good spot in a good location just far enough from downtown Denver but also close enough to get back there with ease,27,1,0,0,0,0.8047,Good
My daughter and I stayed here for 3 nights in July 2024 and it suited our needs as we just needed a place to crash each night,27,0,0,0,0,-0.4019,Worst
There are plenty of good food options close by and it's located very near Red Rocks Amphitheater which was a big plus for us,25,0,0,0,0,0.4404,Good
The rooms were nice and the free breakfast each morning was pleasant,12,1,0,0,0,0.8555,Good
Get there early as it gets a little crowded later in the morning,13,0,0,0,0,0.0,Average
We arrived very late because of our flight to Denver,10,0,0,0,0,0.0,Average
There were very few restaurants open and then breakfast was closed so early,13,0,0,0,0,0.0,Average
The food was not great,5,1,1,0,0,-0.5096,Good
You should rethink your menus,5,0,0,0,0,0.0,Average
"Also, it might be time to consider remodeling",9,0,0,0,0,0.0,Average
"Very disappointed with this stay! I always stay at this hotel when I'm in the area, and I'm in the area a lot! I was driving across country and needed a good night sleep, which I was not able to get! There were kids running up and down the hall and slamming doors, but no one at the desk to report it to!",72,0,0,0,2,-0.6387,Worst
Comfortable and location was perfect,5,2,0,0,0,0.7906,Good
Quiet and staff very friendly,5,1,0,0,0,0.5413,Good
It was as expected,4,0,0,0,0,0.0,Average
The rooms were clean and comfortable,6,2,0,0,0,0.7184,Good
All staff were very pleasant and courteous,7,2,0,0,0,0.7996,Good
"Greeted immediately and offered options on room location, room was quiet and breakfast was great",16,2,0,0,0,0.7351,Good
Great night’s sleep in a comfortable bed in a modern room with a good breakfast the next day,20,4,0,0,0,0.8834,Good
The coffee wasn’t half bad!,8,0,0,0,0,-0.5848,Worst
Very comfortable beds,3,1,0,0,0,0.5563,Good
Great location for exhausted travelers to rest overnight,8,2,0,0,0,0.3818,Good
Parking lot is fenced and didn’t feel like we were going to have any damage or vandalism to our vehicles,22,0,0,0,0,-0.1779,Worst
Staff was very nice and breakfast was good,8,0,0,0,0,0.7178,Good
Bright room smelled like axe body spray and definitely much warmer than 66 degrees thermostat insisted,16,0,0,0,0,0.836,Good
Shower curtain rolled up and wet,6,0,0,0,0,0.0,Average
Room was near elevator and ice machine despite stay preferences,10,0,0,0,0,0.0,Average
Stained curtains and toilet paper not well cleaned,8,0,0,0,1,-0.2057,Worst
Chair obstructed already small doorway in space,7,0,0,0,0,0.0,Average
Bright room smelled like axe body spray and definitely much warmer than 66 degrees thermostat insisted,16,0,0,0,0,0.836,Good
Shower curtain rolled up and wet,6,0,0,0,0,0.0,Average
Room was near elevator and ice machine despite stay preferences,10,0,0,0,0,0.0,Average
Stained curtains and toilet paper not well cleaned,8,0,0,0,1,-0.2057,Worst
Chair obstructed already small doorway in space,7,0,0,0,0,0.0,Average
Sounded like a jet engine when it came on,9,0,0,0,0,0.3612,Good
Woke me up every time it turn on very loud,10,0,0,0,0,0.0,Average
did not get my room requested People were loud near elevator not ready for my checkin,16,0,0,0,0,-0.2755,Worst
Location was great to go see a concert at Red Rocks,11,1,0,0,0,0.6249,Good
Shuttle picked us up and dropped us off,8,0,0,0,0,0.0,Average
Great night at a great hotel,6,2,0,0,0,0.8481,Good
This location is in need of renovation,7,0,0,0,0,0.0,Average
Very dirty,2,0,0,0,1,-0.4927,Worst
Carpet in hallways was unbelievably disgusting,6,0,0,0,0,-0.5709,Worst
And the room wasn't much better,7,0,0,0,0,-0.3412,Worst
"Especially the bathroom, it was very bad",8,0,0,0,0,-0.5849,Worst
Breakfast was average,3,0,0,1.5,0,0.0,Medium
No cinnamon rolls,3,0,0,0,0,-0.296,Worst
And the selection was over cooked,6,0,0,0,0,0.0,Average
The bacon was so overcooked it tasted like ashes when eaten,11,0,0,0,0,0.3612,Good
Only reason we stayed here was the location,8,0,0,0,0,0.0,Average
Won't make this mistake again,6,0,0,0,0,-0.4118,Worst
Hotel was busy over holiday weekend,6,0,0,0,0,0.4019,Good
Breakfast staff was overwhelmed but Johnson was calm and friendly through the onslaught of guests,15,0,0,0,0,0.81,Good
Rosie at the desk was professional and could also have used some help at busy check in times,18,1,0,0,0,0.4019,Good
Alvaro in maintenance was responsive,5,0,0,0,0,0.3612,Good
"Best part of hotel is proximity to Golden, good breakfast, and convenient to get anywhere",17,2,0,0,0,0.7964,Good
Starting to show it's age though,7,0,0,0,0,0.0,Average
Not the cleanest HEI I’ve stayed in but it was not bad,14,0,1,0,0,0.5824,Average
The bed was very comfy but that was the only thing good here,13,0,0,0,0,0.5927,Good
We went to breakfast in the morning and everything was literally disgusting the fruit was black and seriously looked like it had mold the pancake maker didn't even cook completely everything just looked and tasted very old was not good we ended up going out to breakfast it was so terrible,52,0,0,0,3,-0.8401,Worst
Location of the hotel is great if you're attending Red Rocks,12,1,0,0,0,0.6249,Good
Good food choices nearby and shopping,6,0,0,0,0,0.4404,Good
Showers could use some non slip adhesive,7,0,0,0,0,0.0,Average
Ours was extremely slippery,4,0,0,0,0,0.0,Average
Breakfast bar was not ready either morning or our stay,10,0,0,0,0,-0.2755,Worst
Stay here often for business,5,0,0,0,0,0.0,Average
"Rooms are always very clean and comfortable, property is always clean and in order",15,3,0,0,0,0.8503,Good
Staff is always friendly and very helpful with any questions,10,1,0,0,0,0.7425,Good
My flight was delayed and I arrived in the middle of the morning,13,0,0,0,1,-0.2263,Worst
I was greeted kindly and with a smile,8,0,0,0,0,0.7783,Good
I was starving and was offered a choice of what I’d like from the available pantry,18,0,0,0,0,-0.0772,Worst
"The next morning I was given in depth, accurate information and direction to my venue along with the best way to travel",23,1,0,0,0,0.6369,Good
That were great!,4,1,0,0,0,0.6588,Good
Amazing place! Warm and inviting,6,1,0,0,0,0.807,Good
Safe from any crime spots in the area and a great spot for families and couples,16,1,0,0,0,0.5423,Good
One of the best hotel chains in the U,9,1,0,0,0,0.6369,Good
It offers great breakfast and a wonderful room selection that you can get the best sleep in,17,4,0,0,0,0.9186,Good
Where's the sixth star? This place crushed it,10,0,0,0,0,-0.4215,Worst
I was booked at another place that ended up being a dump,12,0,0,0,0,-0.3818,Worst
I left there and showed up here just have midnight,10,0,0,0,0,0.0,Average
I explained what had happened and the desk clerk matched the rate from the other hotel and had me in a room in ten minutes,25,0,0,0,0,0.0,Average
Parking lot was patrolled and fenced,6,0,0,0,0,0.0,Average
Room was outstanding,3,1,0,0,0,0.6124,Good
I can't say enough good things about this place,10,0,0,0,0,-0.3412,Worst
It's where I'm going next time I have to travel through Denver,14,0,0,0,0,0.0,Average
Great staff and clean hotel,5,3,0,0,0,0.7783,Good
Closest hotel to red rocks,5,0,0,0,0,0.0,Average
Had a great time staying there,6,1,0,0,0,0.6249,Good
Shower was good,3,0,0,0,0,0.4404,Good
Rooms were clean but carpeting was a bit worn,9,1,0,0,1,-0.2382,Good
"Overall, place was fine",5,0,1,0,0,0.2023,Average
"Good location to get to red rocks, downtown golden, and downtown denver",14,0,0,0,0,0.4404,Good
Pricy,1,0,0,0,0,0.0,Average
This is a great Holiday Inn hotel,7,1,0,0,0,0.7783,Good
Was less expensive that other name brand in the area,10,0,0,0,1,0.0,Worst
This is a clean and quiet hotel conveniently located for a trip into the mountains on I-70,17,2,0,0,0,0.4019,Good
Only suggestion I would have is to improve the photos of the property,13,0,0,0,0,0.4404,Good
"From the photos, it seemed like the rooms were darker and older than they are",16,0,0,0,0,0.3612,Good
The rooms are actually new and pleasant,7,1,0,0,0,0.5106,Good
We stayed here because the location was close to the racetrack,11,0,0,0,0,0.0,Average
That was the only benefit of this hotel,8,0,0,0,0,0.4588,Good
The IHG company should really put some money into up dating this hotel,13,0,0,0,0,0.0,Average
"Holes in the walls, shower wall cracked and badly repaired",11,0,0,0,0,-0.4767,Worst
"Stains on all the carpets and the hall carpets were never vacuumed, there was actually a goldfish on the floor that stayed there for 6 days before someone finally cleaned",31,0,0,0,0,0.0,Average
We have been on the road for 2 weeks and this is the worst Holiday inn we have stayed in,20,0,0,0,1,-0.34,Worst
"Garbage cans at breakfast weren’t being emptied, coffee was burnt, etc",15,0,0,0,0,-0.1779,Worst
"The entire hotel smells like weed, our first room smelled so bad we asked to move",17,0,0,0,0,-0.4572,Worst
I really hope IHG will take note because the location to Red Rock and Thunder Valley MX is great but otherwise the hotel is far from great,27,2,0,0,0,0.8833,Good
I came into town for business and brought my family so they could relax,14,0,0,0,0,0.4877,Good
This hotel met both sets of needs perfectly,8,0,0,0,0,0.6369,Good
"Staff is friendly and helpful, rooms were kept clean, breakfast was well stocked, pool was great! We were told at check in that for longer stays they do room service by request, which is normal to most hotels I stay at",46,3,1,0,0,0.9348,Good
"It was a nice surprise that they still came every day with new towels, emptied the trash, and made the beds 3 times in the 5 nights we stayed!",32,0,0,0,0,0.5411,Good
"Having stayed in several IHG hotels, I would say this one could improve mostly by strengthening their internet signal, updating their in room tech(TV, clock, no USB plugs in the room), and keeping the elevators cleaner",44,0,0,1.5,0,0.6808,Medium
"Overall a great place to stay, that I will be at again!",14,1,0,0,0,0.6588,Good
Stayed for almost a week would recommend this location for anybody,11,1,0,0,0,0.3612,Good
Going to red rocks only 10 minutes down the road,10,0,0,0,0,0.0,Average
Extremely rude service,3,0,0,0,1,-0.5095,Worst
Glad this is only 1 night stay,7,0,0,0,0,0.4588,Good
"The hotel manager called us sometime around 9 ish saying there was lot of sound complaints from our room, we had 2 kids and have traveled before as well, nowhere did we encounter such a situation",38,0,0,0,0,-0.1531,Worst
While checking in he was equally rude in responding to our family members request for using Restroom saying there were none apparently,22,0,0,0,1,-0.4588,Worst
This is not the kind of treatment a guest should have ever and we are extremely unsatisfied with this hotel,20,1,0,0,0,-0.4576,Good
Request to other travelers- please rethink before booking your stay here,11,0,0,0,0,0.3182,Good
This was our 2nd time staying here while in town for a concert at Red Rocks,16,0,0,0,0,0.0,Average
"We returned because everything was great last year and the hotel didn't disappoint - clean rooms, comfortable beds, great breakfast (don't skip the cinnamon rolls!), and friendly staff all make for a pleasant stay",42,8,0,0,0,0.9601,Good
Hope to be back for future shows at Red Rocks!,11,0,0,0,0,0.4926,Good
"Lots of extra space in the room we were very comfortable hanging out there, staff was very quick checking us in",22,2,0,0,0,0.5563,Good
We stayed more than a night and cleaning staff stopped by offered to clean gave us new towels,18,1,0,0,0,0.2023,Good
Easy to get to everywhere we needed to go,9,0,0,0,0,0.4404,Good
My father and I stayed here while visiting a sick relative,11,0,0,0,0,-0.5106,Worst
"My father is disabled and on oxygen, so the Manager of the front desk Andrew went above and beyond to help my father bring in his oxygen concentrator and suitcase into his room and helped haul it to his vehicle after his stay",44,0,0,0,0,0.4019,Good
What a wonderful person! I was so blessed and thankful for him being there for my father,18,1,0,0,0,0.9319,Good
The breakfast was delicious and well stocked,7,1,0,0,0,0.7003,Good
the tables were clean to eat at,7,1,0,0,0,0.4019,Good
My family will stay here for all of my future visits to Colorado!,14,0,0,0,0,0.0,Average
"Also appreciate that they refuse credit cards that don’t match the ID, if anyone has had their identity or information stolen they understand",26,0,0,0,1,-0.0258,Worst
Keep up the great work 🙂👍,6,1,0,0,0,0.7787,Good
Very nice hotel,3,0,0,0,0,0.4754,Good
The staff is very friendly and fast check-in,8,0,0,0,0,0.5413,Good
The room was large,4,0,0,0,0,0.0,Average
Looked like room was used as extended stay at some point,11,0,0,0,0,0.3612,Good
Bathroom was clean and the bed was comfortable,8,2,0,0,0,0.7184,Good
In the morning the breakfasts was over an hour late coming out and the eggs were burned,17,0,0,0,0,0.0,Average
"Overall the hotel and staff are nice, but is a bit over priced",14,0,0,0,0,0.2263,Good
Should be in the $140 range,0,0,0,0,0,0,Neutral
This is a very convenient location for going to Red Rocks,11,1,0,0,0,0.0,Good
A bit expensive for a few hours of sleep,9,0,0,1.5,1,0.0,Medium
Very comfortable beds and a clean room,7,3,0,0,0,0.7425,Good
Breakfast was good but there was little bacon left and it was all floppy,14,0,0,0,0,0.2382,Good
Stayed here for one night after a concert at Red Rocks,11,0,0,0,0,0.0,Average
Room seemed very clean but had a musty smell,9,1,0,0,1,0.2492,Good
Elevator and lobby/front door area could be cleaner,8,0,0,0,0,0.1779,Good
Breakfast was good,3,0,0,0,0,0.4404,Good
Staff was friendly,3,0,0,0,0,0.4939,Good
Enjoyed our stay,3,1,0,0,0,0.5106,Good
"I'd stay again, but could be a little cleaner",11,1,0,0,0,0.1557,Good
We've stayed at this Holiday Inn Express a number of times,12,0,0,0,0,0.5307,Good
Never fails to live up to our high standards,9,0,0,0,0,0.3252,Good
"Located within 15 minutes of the Red Rocks Amphitheatre, within walking distance of restaurants and shopping and just of Interstate highways",22,0,0,0,0,0.0,Average
"CLEAN, comfortable rooms, and the breakfast is over-the-top",10,2,0,0,0,0.7739,Good
The staff is friendly and always helpful,7,1,0,0,0,0.7184,Good
I really enjoyed my stay,5,1,0,0,0,0.5563,Good
I didn't arrive til 3am and someone was there to check me in really fast,16,0,0,0,0,0.0,Average
Room was very clean and  shower was perfect,8,2,0,0,0,0.7713,Good
Plenty to eat in walking distance,6,0,0,0,0,0.0,Average
Staff helped me with anything I needed,7,0,0,0,0,0.0,Average
Its location is such a beautiful area,7,1,0,0,0,0.5994,Good
Felt safe and surrounded by epic views,7,0,0,0,0,0.4404,Good
I arrived earlier than expected but I couldn’t get in my room until much later,17,0,0,0,0,0.0,Average
They were short on cleaning staff,6,0,0,0,0,0.0,Average
Got the first floor room that I wanted and no problems,11,0,0,0,0,0.3089,Good
We have stayed at this particular Holiday Inn Express previously so was not hesitant in booking again,17,0,0,0,0,0.5724,Good
"Stayed two nights, and had a great room with comfortable bed",12,3,0,0,0,0.8126,Good
The breakfast in the morning is outstanding,7,1,0,0,0,0.6124,Good
The overall cleanliness of the Hotel was awesome,8,1,0,0,0,0.6249,Good
"Great job, Holiday Inn - Golden, CO",9,1,0,0,0,0.7783,Good
Check in was quick and smooth,6,1,0,0,0,0.0,Good
Staff were helpful and friendly throughout the days we were there,11,1,0,0,0,0.7184,Good
A variety of hot and cold foods that were replaced so everyone could choose what the wanted,17,0,0,0,0,0.0,Average
Beds were a dream to sleep on and the only noise we heard was from a thunderstorm passing through the night,21,0,0,0,1,0.25,Worst
I would definitely stay here again,6,0,0,0,0,0.4019,Good
It was very expensive for this brand only because of the location,12,0,0,0,1,0.0,Worst
No USB ports in rooms or lobby,7,0,0,0,0,-0.2732,Worst
"even in the Executive Suite, which I was told was the only room left",15,0,0,0,0,0.0,Average
Found out otherwise when I was in the lobby 10 minutes later abs the staff member have a king room to someone else,23,0,0,0,0,0.0258,Average
He was very rude to several guests and myself looking for last-minute rooms due to a major accident on I70,20,0,0,0,1,-0.7708,Worst
"He told me the price of a room, and I went back out to my car to decide if we were going to wait it out or just get a room for the night",35,0,0,0,0,0.0,Average
When I came back in he asked me if the other  hotel on the same block was cheaper,18,0,0,0,0,-0.4404,Worst
I tried to explain that I didn't know because I just went out to my car,17,0,0,0,0,0.0,Average
And that's when he said he only had an executive suite left,13,0,0,0,0,0.0,Average
"Checkin was quick and easy, got to my room in no time so I could relax after a long road-trip",21,1,0,0,0,0.5945,Good
They also acknowledged my membership status and offered a free upgrade and complimentary drink and snack that came with it,20,0,0,0,0,0.7351,Good
"Comfortable beds, clean bathroom, quiet room and enjoyable pool",11,3,0,0,0,0.836,Good
"Great location close to shopping, downtown Golden and amenities",10,2,0,0,0,0.6249,Good
The hotel was clean,4,1,0,0,0,0.4019,Good
Staff was friendly and helpful,5,1,0,0,0,0.7184,Good
Check in was easy and fast,6,0,0,0,0,0.4404,Good
Breakfast was good,3,0,0,0,0,0.4404,Good
Bed was comfortable and clean,5,2,0,0,0,0.7184,Good
Parking lot was big enough to find space every day,10,0,0,0,0,0.0,Average
Great location for our interests but overall cleanliness is not so great,12,3,0,0,0,-0.5658,Good
Breakfast options are like regular but personal handling food had no gloves when handling,14,0,0,0,0,-0.2617,Worst
I am no germofob but still don’t know what person did before handling food,16,0,0,0,0,-0.1531,Worst
The staff were very friendly and helpful about the area,10,1,0,0,0,0.762,Good
The rooms were clean and fresh,6,2,0,0,0,0.6124,Good
The breakfast was excellent,4,1,0,0,0,0.5719,Good
Would definitely stay again recommend to others,7,2,0,0,0,0.6369,Good
Rooms were clean,3,1,0,0,0,0.4019,Good
Could have had more breakfast options,6,0,0,0,0,0.0,Average
"The room was misrepresented on line as a ""suite"" and it was NOT",15,0,0,0,0,0.0,Average
The beds were hard,4,0,0,0,0,-0.1027,Worst
We heard the room above us walking around easily,9,0,0,0,0,0.34,Good
I asked for conditioner refill and did not get it,10,0,0,0,0,0.0,Average
We did not get our room cleaned and towels replace the second day,13,0,0,0,0,0.0,Average
It is supposed to be daily room servicing,8,0,0,0,0,0.0,Average
My complaints to the front desk staff were minimized,9,0,0,0,0,-0.4019,Worst
Will NOT go back,4,0,0,0,0,0.0,Average
"Staff was wonderful, amenities were great",7,2,0,0,0,0.8316,Good
My only issue was how dirty the elevator was and that they had a fee upon check in that was not in the estimated price,25,0,0,0,2,-0.4404,Worst
They did say these fees would be returned after checkout,10,0,0,0,0,0.0,Average
Trip would have been better if I had known about the fees so I could better plan financially,18,0,0,0,0,0.7239,Good
There’s a reason this place is a 2-star hotel and it starts with the manager “Andrew Gustafson”,21,0,0,0,0,0.0,Average
IHG should be ashamed to have a manager representing this establishment who talks to women the way he did,19,0,0,0,0,-0.4767,Worst
I tried to check in today 5/26 @ 3:09p,0,0,0,0,0,0,Neutral
We booked the room under my IHG membership with my wife’s credit card,15,0,0,0,0,0.3818,Good
When I tried to check in “Manager” Andrew told me he could verify the reservation with my ID but needed my wife to come in to charge the card,31,0,0,0,0,0.0,Average
At which time he tried to keep her CC from me and not give it back until I demanded it back,21,0,0,0,0,-0.2263,Worst
My wife went in while I stayed in out in the car with our toddler,15,0,0,0,0,0.0,Average
"He proceeded to refuse to accept her CC because it’s still in her maiden name, the same card we have used at every hotel on our trip",30,0,0,0,0,0.1027,Good
She asked to speak to a manager to work this out and he proceeded to tell her “You don’t know who you’re talking to! You don’t know who I am!!! I am the manager! I am canceling your reservation you can get off my property and go across the street!” I went in to make sure we weren’t being charged for our night and try to de-escalate the situation,85,0,0,0,0,0.3956,Good
Andrew proceeded to be rude and lie about my wife “blowing up on him” and told me we could leave and find somewhere else to stay,28,0,0,0,1,-0.4939,Worst
So we left and went to the Marriott where we were treated with respect and well taken care of,19,0,0,0,0,0.8126,Good
IHG should be ashamed of “Manager” Andrews actions and his inferiority complex he has towards women,18,0,0,0,0,-0.6369,Worst
I sure hope he felt like a real BIG man talking to a woman like he did,17,0,0,0,0,0.8481,Good
I believe he has waited his whole life to be able to beat his chest and talk down to a woman and flex his so called job title as a “manager”,33,0,0,0,0,0.0,Average
Needless to say we will never stay at another IHG property ever again,13,0,0,0,0,0.0,Average
I hope IHG reaches out to this property and helps get “Manager” Andrew some much needed training in customer service and how to speak to women,28,0,0,0,0,0.6908,Good
I always stay here when I come to town for work and appreciate the cleanliness and overall staff experience,19,0,0,0,0,0.4019,Good
I was greeted by a friendly staff member and quickly checked in,12,1,0,0,0,0.6486,Good
We were then given our entry cards and was informed about amenities for the stay,15,0,0,0,0,0.0,Average
I later realized I had left toothbrush at home,9,0,0,0,0,0.0,Average
"Recieved one, thanks to the staff",7,0,0,0,0,0.4404,Good
Breakfast was had a variety of tasty items,8,1,0,0,0,0.0,Good
I will stay here again,5,0,0,0,0,0.0,Average
The beds are to hard and I wish that we you had a bar,14,0,0,0,0,0.3182,Good
"Reached out to the hotel several times including the manager, Andrew Gustafson",13,0,0,0,0,0.1027,Good
Received one response to an issue from my stay in Dec 2023,12,0,0,0,1,0.0,Worst
"Upon providing the requested information to Andrew, I have not heard back from the hotel or the manager concerning my issue",22,0,0,0,1,0.0,Worst
VERY UNPROFESSIONAL especially for the manager to just ghost me regarding something that the HOTEL promised but never followed through on,21,0,0,0,1,-0.4459,Worst
